0,1,2,3,4,5,6,7,8,9
-1.5370000000000004,-0.7077000000000001,-0.3043000000000004,0.7713999999999999,0.3280000000000002,0.47240000000000015,0.5173999999999999,0.46689999999999987,0.48430000000000056,0.5206000000000001
