coalition,value,iteration
"(2, 9, 1, 6, 3, 8, 5, 7, 4, 0)",0.1,0
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.1187,0
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.0999,0
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.0982,0
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.0989,0
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.1,0
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.1,0
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.1,0
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.1,0
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.099,0
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.1,0
"(5, 9, 6, 2, 0, 1, 7, 3, 4, 8)",0.1,1
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.1,1
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.1,1
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.1,1
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.1,1
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.1,1
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.1,1
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.1,1
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.1,1
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.1,1
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.1,1
"(2, 5, 1, 0, 3, 6, 8, 7, 4, 9)",0.1,2
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.1,2
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.1,2
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.1,2
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.1,2
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.1,2
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.1,2
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.1,2
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.1,2
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.1001,2
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.1,2
"(8, 4, 5, 1, 0, 7, 6, 2, 3, 9)",0.1029,3
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.1037,3
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.1035,3
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.1107,3
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.1009,3
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.1051,3
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.1029,3
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.1051,3
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.1027,3
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.1011,3
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.1021,3
"(5, 3, 2, 8, 0, 7, 9, 6, 1, 4)",0.1115,4
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.1115,4
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.1099,4
