0,1,2,3,4,5,6,7,8,9
0.2263999999999996,0.24449999999999983,0.2909999999999999,0.12049999999999972,0.032699999999999826,0.07200000000000029,0.02159999999999962,-0.032800000000000315,0.13409999999999966,0.023800000000000043
