0,1,2,3,4,5,6,7,8,9
-0.04430000000000045,-0.04900000000000038,-0.050400000000000555,0.027399999999999647,0.019899999999999807,0.05179999999999951,0.04219999999999979,0.09079999999999977,0.03559999999999963,0.05119999999999947
