coalition,value,iteration
"(3, 9, 0, 8, 4, 2, 1, 6, 7, 5)",0.2065,0
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.3561,0
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.181,0
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.1969,0
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.1723,0
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.1884,0
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.355,0
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.2911,0
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.1071,0
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.3287,0
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.2101,0
"(1, 5, 0, 9, 7, 3, 8, 6, 2, 4)",0.7353,1
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.7022,1
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.7215,1
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.725,1
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.7661,1
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.7058,1
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.7415,1
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.7368,1
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.6607,1
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.7352,1
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.7191,1
"(0, 1, 9, 7, 2, 6, 3, 4, 5, 8)",0.8372,2
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.8407,2
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.8344,2
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.8297,2
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.8141,2
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.8409,2
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.8292,2
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.8413,2
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.8251,2
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.8333,2
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.8422,2
"(8, 6, 5, 9, 2, 0, 7, 4, 1, 3)",0.8786,3
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.8811,3
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.8779,3
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.8753,3
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.8715,3
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.8873,3
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.8817,3
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.8592,3
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.8741,3
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.8816,3
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.8765,3
"(5, 1, 9, 7, 0, 4, 6, 3, 2, 8)",0.9057,4
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.9011,4
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9099,4
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.8991,4
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.8944,4
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.907,4
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9004,4
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9067,4
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.9018,4
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.9111,4
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.9049,4
"(7, 4, 6, 9, 3, 8, 0, 2, 1, 5)",0.9202,5
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.9119,5
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9171,5
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9223,5
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.915,5
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.9188,5
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.92,5
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.9223,5
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.9263,5
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9226,5
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.9167,5
"(1, 4, 2, 3, 9, 6, 7, 0, 5, 8)",0.932,6
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9334,6
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9303,6
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.936,6
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.9302,6
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.9285,6
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9332,6
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.9275,6
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.9326,6
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.9308,6
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.9326,6
"(8, 2, 3, 1, 6, 0, 9, 5, 7, 4)",0.9393,7
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.9392,7
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.9425,7
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.9364,7
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.94,7
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9409,7
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.939,7
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.9364,7
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.9374,7
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.9349,7
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9372,7
"(1, 3, 8, 9, 2, 0, 7, 5, 4, 6)",0.9451,8
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9454,8
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.9419,8
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.9447,8
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.9433,8
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.9467,8
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.9446,8
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.9411,8
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.9434,8
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9429,8
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9458,8
"(5, 3, 2, 4, 6, 8, 7, 0, 9, 1)",0.9489,9
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.9474,9
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.9468,9
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.9501,9
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9477,9
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9493,9
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.9483,9
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.9456,9
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.9487,9
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.9481,9
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9494,9
"(0, 9, 7, 6, 2, 8, 3, 4, 5, 1)",0.9501,10
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.9497,10
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.95,10
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.9466,10
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9499,10
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.9517,10
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.9503,10
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.9474,10
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9504,10
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.9495,10
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9502,10
"(9, 1, 4, 0, 5, 2, 8, 7, 3, 6)",0.9525,11
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.9524,11
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9528,11
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9527,11
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.9524,11
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.9526,11
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.9544,11
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.9516,11
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.9496,11
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.9497,11
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9524,11
"(8, 7, 6, 1, 0, 5, 4, 2, 9, 3)",0.9534,12
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.9534,12
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.9508,12
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9546,12
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9533,12
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.954,12
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.9544,12
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9543,12
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.9554,12
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.9541,12
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.9517,12
"(5, 6, 3, 1, 0, 4, 9, 7, 8, 2)",0.9554,13
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.9551,13
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9564,13
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.9525,13
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9554,13
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.9555,13
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9561,13
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.9564,13
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.9534,13
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.9547,13
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.9568,13
"(8, 9, 4, 3, 0, 5, 2, 7, 6, 1)",0.9582,14
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.9562,14
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.9588,14
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9579,14
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.954,14
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.9579,14
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.958,14
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.9596,14
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.956,14
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9588,14
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9579,14
"(6, 7, 9, 8, 2, 4, 5, 0, 1, 3)",0.9592,15
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9605,15
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.957,15
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.9592,15
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.9572,15
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.961,15
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9597,15
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.9589,15
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.9587,15
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9592,15
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.9558,15
"(2, 6, 8, 7, 0, 3, 1, 9, 5, 4)",0.9603,16
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.963,16
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9618,16
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.9591,16
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.9581,16
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.96,16
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.958,16
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9607,16
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.9605,16
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.9602,16
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9616,16
"(2, 6, 3, 8, 7, 1, 0, 4, 5, 9)",0.9616,17
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.9632,17
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9628,17
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.9577,17
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.9601,17
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.9591,17
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9611,17
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.961,17
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9623,17
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.9609,17
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.9619,17
"(2, 8, 3, 7, 0, 9, 6, 1, 4, 5)",0.9628,18
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.9639,18
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.9618,18
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.9589,18
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.9598,18
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.962,18
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.9624,18
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.964,18
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9626,18
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9626,18
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.962,18
"(0, 5, 9, 1, 6, 8, 4, 2, 7, 3)",0.9637,19
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.9638,19
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.9629,19
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.9634,19
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9643,19
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9651,19
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.963,19
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9636,19
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.9648,19
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.9613,19
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.9605,19
"(5, 2, 0, 9, 6, 3, 4, 1, 7, 8)",0.9653,20
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.9648,20
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.9661,20
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.965,20
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.9649,20
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9661,20
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.963,20
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9649,20
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9655,20
