iteration,node_id,loss,accuracy
0,3,1.95102130391381,0.2985714285714286
0,9,1.9645555236122825,0.28714285714285714
0,0,2.450462252443487,0.122
0,8,1.9632940758358348,0.2948571428571429
0,4,2.007151098684831,0.2765714285714286
0,2,2.031278137727217,0.27514285714285713
0,1,2.0807074059139596,0.256
0,6,1.957576084136963,0.294
0,7,1.9584449789740823,0.29742857142857143
0,5,1.9103568304668774,0.316
1,1,1.951626759225672,0.2825714285714286
1,5,1.7859766949306835,0.35485714285714287
1,0,2.379673363945701,0.11971428571428572
1,9,1.7964978142218155,0.3262857142857143
1,7,1.7745823242447594,0.332
1,3,1.8473179871385748,0.3345714285714286
1,8,1.832464004646648,0.31971428571428573
1,6,1.8488227334889498,0.3311428571428571
1,2,1.8729349970817566,0.3122857142857143
1,4,1.8597635334188287,0.30742857142857144
2,0,2.3303678664294156,0.13142857142857142
2,1,1.852665901184082,0.32771428571428574
2,9,1.7517700054428793,0.34314285714285714
2,7,1.660633303902366,0.3742857142857143
2,2,1.776028766415336,0.34
2,6,1.7247709729454734,0.37457142857142856
2,3,1.743829735842618,0.358
2,4,1.7656816254962575,0.3494285714285714
2,5,1.7223271077329463,0.37085714285714283
2,8,1.738880736177618,0.3502857142857143
3,8,1.7141164129430597,0.37742857142857145
3,6,1.6891899228096008,0.37057142857142855
3,5,1.6649989095601168,0.37914285714285717
3,9,1.679662655700337,0.3717142857142857
3,2,1.7215438192540948,0.36857142857142855
3,0,2.270841878110712,0.1677142857142857
3,7,1.6390949400988493,0.3985714285714286
3,4,1.7024852319197221,0.36828571428571427
3,1,1.7292745167558843,0.37285714285714283
3,3,1.6703754847699945,0.38885714285714285
4,5,1.5974121516401119,0.4034285714285714
4,1,1.7328088944608515,0.3568571428571429
4,9,1.5913864515044474,0.3882857142857143
4,7,1.5931176857514815,0.408
4,0,2.278352965008129,0.15257142857142858
4,4,1.6672122272578154,0.3762857142857143
4,6,1.5761193232102828,0.422
4,3,1.6085765784437007,0.3965714285714286
4,2,1.6774858008731495,0.37514285714285717
4,8,1.6089983441612936,0.408
5,7,1.5175182635133917,0.44542857142857145
5,4,1.5948244354941628,0.4085714285714286
5,6,1.5459614363583651,0.4308571428571429
5,9,1.5213654214685612,0.43114285714285716
5,3,1.5876880927519366,0.4145714285714286
5,8,1.6047505736351013,0.41285714285714287
5,0,2.243721532821655,0.17
5,2,1.6024264606562528,0.4094285714285714
5,1,1.6781940254298124,0.378
5,5,1.5330846168778158,0.42942857142857144
6,1,1.6376471302726052,0.4057142857142857
6,4,1.5157384059645913,0.44285714285714284
6,2,1.5347339955243198,0.43485714285714283
6,3,1.4854483366012574,0.44571428571428573
6,9,1.4746754938905888,0.4554285714285714
6,6,1.4700643626126375,0.4665714285714286
6,7,1.4502984328703448,0.4622857142857143
6,0,2.23726299459284,0.16428571428571428
6,5,1.4356191418387674,0.4762857142857143
6,8,1.4689703345298768,0.4582857142857143
7,8,1.3683327615261078,0.49342857142857144
7,2,1.4588373883204027,0.46085714285714285
7,3,1.3941392465071245,0.49342857142857144
7,1,1.523529706218026,0.43942857142857145
7,6,1.3799371443011543,0.4948571428571429
7,0,2.2280270327221263,0.17314285714285715
7,9,1.393065884438428,0.48142857142857143
7,5,1.369419751925902,0.5025714285714286
7,7,1.3286050205880946,0.514
7,4,1.4547624078663912,0.458
8,1,1.4521252263676037,0.47114285714285714
8,3,1.309060810912739,0.5242857142857142
8,8,1.3028183839537881,0.5282857142857142
8,9,1.2713539470325816,0.532
8,2,1.3576780844818461,0.5025714285714286
8,0,2.2188505378636445,0.17885714285714285
8,7,1.2485679577697406,0.5445714285714286
8,5,1.2778697149320082,0.5411428571428571
8,4,1.3803424006158656,0.5005714285714286
8,6,1.2545329516584223,0.5365714285714286
9,5,1.1933227013457905,0.5765714285714286
9,3,1.2001850626685402,0.5617142857142857
9,2,1.2407192051410676,0.5422857142857143
9,4,1.2678814281116833,0.5417142857142857
9,6,1.146611009944569,0.5894285714285714
9,8,1.197858009555123,0.56
9,7,1.152039682865143,0.58
9,0,2.21347722790458,0.18
9,9,1.1724749982357026,0.564
9,1,1.3757237380201166,0.5017142857142857
10,0,2.1911532998085024,0.2
10,9,1.0388275704600594,0.6222857142857143
10,7,1.0686326444149017,0.6174285714285714
10,6,1.0316197948022323,0.634
10,2,1.1766930211674083,0.5591428571428572
10,8,1.0722308570688421,0.6162857142857143
10,3,1.1020214395089583,0.6
10,4,1.1595072226090866,0.574
10,5,1.0672965662045912,0.6202857142857143
10,1,1.3096739487214522,0.5408571428571428
11,9,0.9537146682089025,0.6542857142857142
11,1,1.1720706961371683,0.586
11,4,1.043007449128411,0.6197142857142857
11,0,2.1857259772040627,0.20714285714285716
11,5,0.9698951561342586,0.6582857142857143
11,2,1.048222527178851,0.6014285714285714
11,8,0.9481239947405729,0.6597142857142857
11,7,0.9306326156312769,0.6611428571428571
11,3,0.9652924770658666,0.6582857142857143
11,6,0.9096840649843216,0.6731428571428572
12,8,0.8442030012607574,0.6977142857142857
12,7,0.8180453891103918,0.7085714285714285
12,6,0.7655965840274638,0.7314285714285714
12,1,1.1122132713144475,0.5977142857142858
12,0,2.1507558779283005,0.21485714285714286
12,5,0.8197483815930107,0.7134285714285714
12,4,0.9367259811271321,0.6642857142857143
12,2,0.9588525937362151,0.6602857142857143
12,9,0.7820916094563224,0.7211428571428572
12,3,0.8681801205331628,0.6848571428571428
13,5,0.6846342457966371,0.7594285714285715
13,6,0.6591055555777117,0.7708571428571429
13,3,0.7105487509207292,0.7508571428571429
13,1,1.003071503205733,0.6345714285714286
13,0,2.1179763414643027,0.22914285714285715
13,4,0.8256336816332557,0.718
13,9,0.6953177243471146,0.7588571428571429
13,7,0.7106751783327623,0.7445714285714286
13,8,0.7320049697702581,0.7331428571428571
13,2,0.827412529967048,0.7045714285714286
14,8,0.556051155789332,0.8088571428571428
14,9,0.5636265364560213,0.8
14,4,0.7018823228099129,0.758
14,3,0.6423747181892395,0.7802857142857142
14,0,2.076177097450603,0.266
14,5,0.5795420053330335,0.8002857142857143
14,2,0.7408419782465154,0.7342857142857143
14,7,0.5864891416647218,0.7948571428571428
14,6,0.5711847167123448,0.7968571428571428
14,1,0.8824985124848106,0.6874285714285714
15,6,0.4762966674837199,0.84
15,7,0.44673658975146036,0.8517142857142858
15,9,0.4637293464758179,0.8402857142857143
15,8,0.46651142090559006,0.8408571428571429
15,2,0.5670930008996616,0.7968571428571428
15,4,0.6301783250136809,0.7757142857142857
15,5,0.4820230700752952,0.8317142857142857
15,0,2.030318446592851,0.2725714285714286
15,1,0.8165948965332724,0.7137142857142857
15,3,0.5222457748922434,0.8168571428571428
16,2,0.49869664744897324,0.8257142857142857
16,6,0.3813153012232347,0.8654285714285714
16,8,0.3113734378056093,0.8908571428571429
16,7,0.3041578905826265,0.9002857142857142
