epoch,node,loss,accuracy,fscore,precision,recall,test_accuracy_per_class,true_positive_rate,false_positive_rate
0,2,2.302575096170953,0.096,0.019808195508816417,0.013721430601225998,0.0999356144223694,"[0.         0.01324503 0.         0.         0.         0.
 0.         0.         0.98611111 0.        ]","[0.0, 0.013245033112582781, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9861111111111112, 0.0]","[0.0, 0.036215302358577305, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9638562371721233, 0.0]"
0,9,2.302252231760228,0.11066666666666666,0.023840974144807847,0.019659984478188928,0.10182552745772858,"[0.         0.02439024 0.         0.         0.         0.
 0.         0.         0.99386503 0.        ]","[0.0, 0.024390243902439025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9938650306748467, 0.0]","[0.0, 0.03213181268723509, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9658398234708443, 0.0]"
0,1,2.302150109980969,0.1,0.024139145814959777,0.021358641358641357,0.10078712113117498,"[0.         0.04188482 0.         0.         0.         0.
 0.         0.         0.96598639 0.        ]","[0.0, 0.041884816753926704, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9659863945578231, 0.0]","[0.0, 0.04767114123928271, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9514542797260783, 0.0]"
0,6,2.30245966353315,0.09533333333333334,0.018680232558139533,0.012120321379580638,0.10057803468208093,"[0.         0.00578035 0.         0.         0.         0.
 0.         0.         1.         0.        ]","[0.0, 0.005780346820809248, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0308684338255069, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9684893054166255, 0.0]"
0,3,2.3029605784314744,0.09133333333333334,0.02195712954333644,0.022186622507019943,0.10264948084496957,"[0.         0.03401361 0.         0.         0.         0.
 0.         0.         0.9924812  0.        ]","[0.0, 0.034013605442176874, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9924812030075187, 0.0]","[0.0, 0.024428295974534872, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9726278364199433, 0.0]"
0,8,2.302095428426215,0.114,0.022885644688219794,0.016964912929345217,0.10135135135135136,"[0.         0.01351351 0.         0.         0.         0.
 0.         0.         1.         0.        ]","[0.0, 0.013513513513513514, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.026524803488232843, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9712229442595149, 0.0007507507507507507]"
0,5,2.302543493027383,0.1,0.021337792642140467,0.017949456404348765,0.10123515234980203,"[0.         0.01910828 0.         0.         0.         0.
 0.         0.         0.99324324 0.        ]","[0.0, 0.01910828025477707, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9932432432432432, 0.0]","[0.0, 0.025671379702341568, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9729562287978784, 0.0]"
0,7,2.302535333531968,0.10133333333333333,0.0207495227569577,0.015960187353629977,0.10133333333333334,"[0.         0.01333333 0.         0.         0.         0.
 0.         0.         1.         0.        ]","[0.0, 0.013333333333333334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.02469855992052736, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9731211465784244, 0.0006988120195667366]"
0,4,2.3023424655833145,0.09866666666666667,0.021020950594121325,0.016494228814066144,0.10185185185185186,"[0.         0.01851852 0.         0.         0.         0.
 0.         0.         1.         0.        ]","[0.0, 0.018518518518518517, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.03177365614927056, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.966168730682005, 0.0]"
0,0,2.3027214471330035,0.10066666666666667,0.03112965722801788,0.025937601438238155,0.10361635220125787,"[0.         0.11949686 0.         0.         0.         0.
 0.         0.         0.91666667 0.        ]","[0.0, 0.11949685534591195, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9166666666666666, 0.0]","[0.0, 0.07214120069276019, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9215239236736523, 0.0023167065210787322]"
