0,1,2,3,4,5,6,7,8,9
8.073200000000002,2.464199999999999,1.0807000000000002,-0.5558,-0.1524000000000002,0.31310000000000027,-0.5584999999999999,-0.6875000000000001,0.5171999999999998,-0.0861000000000002
