0,1,2,3,4,5,6,7,8,9
-1.4276000000000002,-0.3572,0.19469999999999998,0.6637999999999996,0.5262000000000001,0.3398000000000001,0.5043000000000002,0.6696000000000001,0.19590000000000024,0.3510000000000005
