coalition,value,iteration
"(2, 9, 1, 6, 3, 8, 5, 7, 4, 0)",0.2184,0
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.145,0
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.1119,0
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.2906,0
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.1963,0
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.1324,0
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.1178,0
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.2067,0
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.2096,0
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.3166,0
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.1447,0
"(5, 9, 6, 2, 0, 1, 7, 3, 4, 8)",0.6515,1
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.7049,1
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.5902,1
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.6376,1
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.6916,1
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.6525,1
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.6403,1
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.654,1
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.619,1
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.6321,1
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.6501,1
"(2, 5, 1, 0, 3, 6, 8, 7, 4, 9)",0.8528,2
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.8609,2
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.8557,2
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.8422,2
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.8384,2
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.8431,2
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.8413,2
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.854,2
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.849,2
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.8465,2
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.8398,2
"(8, 4, 5, 1, 0, 7, 6, 2, 3, 9)",0.8811,3
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.8844,3
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.8804,3
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.8803,3
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.8786,3
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.8774,3
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.8751,3
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.8748,3
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.8896,3
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.8745,3
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.8722,3
"(5, 3, 2, 8, 0, 7, 9, 6, 1, 4)",0.9055,4
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.9022,4
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.8998,4
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.9131,4
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.903,4
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.9063,4
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.9032,4
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.9001,4
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.8992,4
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9052,4
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9061,4
"(6, 8, 2, 4, 3, 0, 5, 9, 7, 1)",0.9152,5
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9127,5
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.9128,5
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.9252,5
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9154,5
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.9128,5
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.9165,5
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.9136,5
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.9133,5
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.912,5
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9154,5
"(7, 5, 8, 9, 6, 4, 3, 0, 2, 1)",0.9263,6
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.9235,6
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.9246,6
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.9247,6
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.9227,6
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9235,6
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9257,6
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.9228,6
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.9279,6
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.9314,6
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.925,6
"(1, 8, 9, 7, 4, 6, 2, 0, 5, 3)",0.9329,7
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9327,7
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.9314,7
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.9298,7
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.9307,7
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9319,7
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9309,7
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.9364,7
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.9338,7
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.9307,7
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.9307,7
"(6, 1, 4, 7, 9, 8, 0, 5, 3, 2)",0.9377,8
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9368,8
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9371,8
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9378,8
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.9359,8
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.9359,8
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.9368,8
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.9382,8
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.9361,8
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.9359,8
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.9412,8
"(8, 1, 7, 9, 3, 2, 4, 5, 6, 0)",0.9419,9
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.9418,9
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9425,9
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.9412,9
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.9413,9
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.9398,9
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.9454,9
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9433,9
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.9415,9
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9414,9
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.9437,9
"(7, 9, 1, 0, 8, 2, 4, 5, 6, 3)",0.9468,10
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.9449,10
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.9448,10
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9466,10
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.9476,10
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.9459,10
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.9493,10
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9481,10
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.9454,10
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9451,10
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.9444,10
"(5, 0, 8, 7, 3, 4, 1, 6, 2, 9)",0.9501,11
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.9489,11
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.9511,11
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.9494,11
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.947,11
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.947,11
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.95,11
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.95,11
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9482,11
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.9513,11
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.9476,11
"(8, 5, 0, 6, 2, 1, 9, 4, 7, 3)",0.951,12
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.9508,12
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.951,12
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.9523,12
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9507,12
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.9532,12
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9515,12
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.9493,12
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9512,12
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.9489,12
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.9496,12
"(1, 9, 4, 7, 3, 2, 8, 0, 5, 6)",0.9537,13
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.954,13
