coalition,value,iteration
"(3, 9, 0, 8, 4, 2, 1, 6, 7, 5)",0.1003,0
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.1005,0
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.1002,0
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.1004,0
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.1004,0
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.1001,0
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.1004,0
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.1002,0
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.1004,0
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.1001,0
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.1607,0
"(1, 5, 0, 9, 7, 3, 8, 6, 2, 4)",0.2546,1
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.3247,1
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.2021,1
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.2919,1
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.323,1
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.2767,1
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.2827,1
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.2137,1
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.2291,1
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.3313,1
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.2786,1
"(0, 1, 9, 7, 2, 6, 3, 4, 5, 8)",0.6161,2
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.6843,2
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.663,2
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.6048,2
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.5963,2
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.6092,2
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.5992,2
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.5624,2
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.5659,2
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.5886,2
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.602,2
"(8, 6, 5, 9, 2, 0, 7, 4, 1, 3)",0.6937,3
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.6462,3
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.6831,3
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.657,3
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.65,3
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.781,3
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.649,3
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.6649,3
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.633,3
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.7502,3
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.6549,3
"(5, 1, 9, 7, 0, 4, 6, 3, 2, 8)",0.7063,4
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.6783,4
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.7919,4
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.6677,4
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.6685,4
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.7738,4
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.6547,4
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.6473,4
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.6681,4
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.764,4
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.6656,4
"(7, 4, 6, 9, 3, 8, 0, 2, 1, 5)",0.7852,5
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.7613,5
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.7788,5
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.7664,5
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.7714,5
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.7569,5
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.7519,5
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.8163,5
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.8114,5
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.8294,5
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.7656,5
"(1, 4, 2, 3, 9, 6, 7, 0, 5, 8)",0.7936,6
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.8291,6
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.7852,6
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.8179,6
