0,1,2,3,4,5,6,7,8,9
3.1780999999999984,4.215299999999999,3.6740999999999993,-0.9611000000000003,-0.5891000000000004,-0.723200000000001,-0.8389000000000004,-0.8217000000000004,-0.8619000000000007,-0.5800999999999997
