coalition,value,iteration
"(3, 9, 0, 8, 4, 2, 1, 6, 7, 5)",0.1,0
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.1,0
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.1,0
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.1,0
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.1,0
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.1,0
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.1,0
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.1,0
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.1,0
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.1,0
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.1,0
"(1, 5, 0, 9, 7, 3, 8, 6, 2, 4)",0.1,1
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.1054,1
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.1,1
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.1,1
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.1,1
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.1,1
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.1,1
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.1,1
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.1,1
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.1,1
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.1,1
"(0, 1, 9, 7, 2, 6, 3, 4, 5, 8)",0.0937,2
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.1039,2
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.0985,2
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.0965,2
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.0964,2
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.0998,2
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.1014,2
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.0946,2
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.0985,2
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.0974,2
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.0889,2
"(8, 6, 5, 9, 2, 0, 7, 4, 1, 3)",0.1027,3
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.1032,3
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.105,3
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.103,3
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.1032,3
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.1042,3
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.1052,3
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.1032,3
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.1025,3
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.1034,3
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.1018,3
"(5, 1, 9, 7, 0, 4, 6, 3, 2, 8)",0.1511,4
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.1509,4
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.1499,4
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.1392,4
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.1503,4
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.1447,4
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.1547,4
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.1477,4
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.1629,4
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.1421,4
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.1458,4
"(7, 4, 6, 9, 3, 8, 0, 2, 1, 5)",0.2085,5
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.2124,5
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.2067,5
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.205,5
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.2014,5
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.2107,5
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.2071,5
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.21,5
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.2012,5
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.2098,5
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.2159,5
"(1, 4, 2, 3, 9, 6, 7, 0, 5, 8)",0.2855,6
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.2883,6
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.2858,6
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.2881,6
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.2781,6
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.2869,6
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.2823,6
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.2925,6
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.2905,6
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.291,6
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.2828,6
"(8, 2, 3, 1, 6, 0, 9, 5, 7, 4)",0.3889,7
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.3922,7
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.3843,7
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.3865,7
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.3804,7
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.3893,7
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.4025,7
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.3901,7
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.3868,7
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.3856,7
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.3957,7
"(1, 3, 8, 9, 2, 0, 7, 5, 4, 6)",0.4627,8
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.4692,8
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.4444,8
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.456,8
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.4554,8
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.4606,8
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.4912,8
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.4494,8
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.4515,8
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.4671,8
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.4377,8
"(5, 3, 2, 4, 6, 8, 7, 0, 9, 1)",0.5078,9
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.5097,9
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.4964,9
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.5147,9
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.5061,9
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.5046,9
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.4963,9
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.5093,9
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.5301,9
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.4982,9
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.5097,9
"(0, 9, 7, 6, 2, 8, 3, 4, 5, 1)",0.5503,10
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.5672,10
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.5462,10
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.5416,10
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.5473,10
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.5499,10
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.5526,10
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.535,10
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.5502,10
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.5423,10
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.5476,10
"(9, 1, 4, 0, 5, 2, 8, 7, 3, 6)",0.5769,11
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.5669,11
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.5796,11
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.5751,11
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.6013,11
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.5701,11
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.5763,11
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.5698,11
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.5664,11
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.5682,11
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.5713,11
"(8, 7, 6, 1, 0, 5, 4, 2, 9, 3)",0.6033,12
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.5999,12
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.5984,12
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.6048,12
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.5957,12
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.617,12
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.5977,12
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.6043,12
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.6025,12
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.5932,12
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.5867,12
