0,1,2,3,4,5,6,7,8,9
-1.1920999999999995,-0.5585000000000001,-0.2202000000000002,0.6884999999999994,0.2794000000000002,0.40339999999999954,0.43520000000000014,0.4292999999999996,0.43989999999999974,0.42869999999999997
