coalition,value,iteration
"(2, 9, 1, 6, 3, 8, 5, 7, 4, 0)",0.29,0
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.2746,0
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.3419,0
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.3144,0
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.2438,0
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.377,0
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.217,0
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.1013,0
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.3313,0
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.2263,0
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.3763,0
"(5, 9, 6, 2, 0, 1, 7, 3, 4, 8)",0.7658,1
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.744,1
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.7683,1
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.7348,1
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.7451,1
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.768,1
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.7458,1
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.7679,1
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.7256,1
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.8003,1
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.7566,1
"(2, 5, 1, 0, 3, 6, 8, 7, 4, 9)",0.8654,2
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.8515,2
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.8567,2
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.8743,2
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.8696,2
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.8502,2
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.8537,2
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.8453,2
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.8716,2
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.8725,2
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.8581,2
"(8, 4, 5, 1, 0, 7, 6, 2, 3, 9)",0.8945,3
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.8834,3
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.8981,3
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.8908,3
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9011,3
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.9008,3
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.8951,3
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.8892,3
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.8874,3
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.889,3
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.8889,3
"(5, 3, 2, 8, 0, 7, 9, 6, 1, 4)",0.9127,4
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.9097,4
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.9121,4
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.9113,4
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.9057,4
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.9166,4
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.9141,4
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.9103,4
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9085,4
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9192,4
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9144,4
"(6, 8, 2, 4, 3, 0, 5, 9, 7, 1)",0.9252,5
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9217,5
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.9206,5
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.9215,5
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9246,5
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.9232,5
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.9277,5
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.9232,5
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.922,5
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.925,5
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.929,5
"(7, 5, 8, 9, 6, 4, 3, 0, 2, 1)",0.9333,6
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.9343,6
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.9319,6
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.93,6
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.9314,6
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9307,6
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9329,6
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.9322,6
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.9354,6
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.9303,6
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9358,6
"(1, 8, 9, 7, 4, 6, 2, 0, 5, 3)",0.9373,7
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9392,7
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.935,7
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.9358,7
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.9386,7
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9372,7
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9353,7
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.9353,7
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.9394,7
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.9357,7
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.9369,7
"(6, 1, 4, 7, 9, 8, 0, 5, 3, 2)",0.9419,8
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9394,8
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9428,8
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9423,8
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.9419,8
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.9411,8
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.9408,8
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.9431,8
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.941,8
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.9412,8
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.9409,8
"(8, 1, 7, 9, 3, 2, 4, 5, 6, 0)",0.9461,9
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.9443,9
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9473,9
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.9464,9
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.9453,9
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.9453,9
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.9463,9
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9475,9
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.9447,9
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9436,9
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.9481,9
"(7, 9, 1, 0, 8, 2, 4, 5, 6, 3)",0.9505,10
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.9495,10
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.9496,10
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9505,10
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.952,10
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.9497,10
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.9488,10
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9502,10
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.949,10
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9474,10
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.9491,10
"(5, 0, 8, 7, 3, 4, 1, 6, 2, 9)",0.9525,11
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.9513,11
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.9537,11
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.9519,11
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.9528,11
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.9518,11
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9526,11
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9522,11
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9499,11
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.9517,11
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.9515,11
"(8, 5, 0, 6, 2, 1, 9, 4, 7, 3)",0.9544,12
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.9537,12
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.9529,12
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.9552,12
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9531,12
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.9534,12
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9551,12
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.953,12
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9543,12
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.9546,12
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.9532,12
"(1, 9, 4, 7, 3, 2, 8, 0, 5, 6)",0.9558,13
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9558,13
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.9556,13
