epoch,node,loss,accuracy,fscore,precision,recall,test_accuracy_per_class,true_positive_rate,false_positive_rate
0,orchestrator,2.473903953552246,0.1,0.018190086402910415,0.010005002501250625,0.1,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.9994444444444444, 0.0005555555555555554, 0.0, 0.0, 0.0, 0.0]"
1,orchestrator,3.1770948865890505,0.1003,0.019130278626494808,0.012541652136851485,0.10029999999999999,[0.    0.    0.    0.    0.999 0.    0.004 0.    0.    0.   ],"[0.0, 0.0, 0.0, 0.0, 0.999, 0.0, 0.004, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.9814444444444445, 0.0, 0.018222222222222226, 0.0, 0.0, 0.0]"
2,orchestrator,3.4657260566711425,0.0998,0.019760737017256023,0.012677039682762889,0.0998,[0.    0.    0.    0.    0.991 0.    0.    0.007 0.    0.   ],"[0.0, 0.0, 0.0, 0.0, 0.991, 0.0, 0.0, 0.007, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.9576666666666667, 0.0, 0.010444444444444447, 0.03211111111111112, 0.0, 0.0]"
3,orchestrator,3.451221173095703,0.1027,0.026558179822894618,0.05111618659996432,0.10269999999999999,[0.    0.001 0.008 0.    0.964 0.    0.054 0.    0.    0.   ],"[0.0, 0.001, 0.008, 0.0, 0.964, 0.0, 0.054, 0.0, 0.0, 0.0]","[0.0, 0.0006666666666666666, 0.0032222222222222235, 0.0, 0.8359999999999999, 0.0005555555555555554, 0.1497777777777778, 0.0067777777777777775, 0.0, 0.0]"
4,orchestrator,3.458058449172974,0.1127,0.04322642932690456,0.10383057546316907,0.1127,[0.    0.004 0.061 0.002 0.949 0.009 0.073 0.029 0.    0.   ],"[0.0, 0.003999999999999999, 0.061, 0.002, 0.949, 0.009, 0.073, 0.029, 0.0, 0.0]","[0.00011111111111111112, 0.00044444444444444447, 0.05944444444444446, 0.0022222222222222227, 0.7448888888888889, 0.01511111111111111, 0.13544444444444445, 0.02822222222222222, 0.0, 0.0]"
5,orchestrator,3.0352170024871827,0.1538,0.10041911427427393,0.3427330517081194,0.1538,[0.21  0.033 0.138 0.008 0.911 0.014 0.165 0.032 0.017 0.01 ],"[0.21, 0.033, 0.138, 0.008000000000000002, 0.911, 0.014, 0.165, 0.032, 0.017, 0.01]","[0.026888888888888896, 0.0021111111111111113, 0.1362222222222223, 0.002, 0.6301111111111111, 0.0034444444444444436, 0.1312222222222222, 0.004555555555555556, 0.0013333333333333333, 0.002333333333333333]"
6,orchestrator,2.586421548461914,0.2086,0.15989101909505113,0.3975573455447246,0.20860000000000004,[0.551 0.163 0.099 0.018 0.924 0.044 0.155 0.044 0.033 0.055],"[0.551, 0.163, 0.099, 0.018, 0.924, 0.044, 0.155, 0.044, 0.033, 0.055]","[0.1088888888888889, 0.007111111111111113, 0.06300000000000001, 0.009, 0.5981111111111111, 0.004888888888888888, 0.07611111111111112, 0.0011111111111111113, 0.0054444444444444445, 0.005666666666666666]"
7,orchestrator,2.2119215837478636,0.29,0.25040700929121257,0.444286031924728,0.29,[0.643 0.357 0.115 0.074 0.755 0.094 0.559 0.181 0.01  0.112],"[0.643, 0.357, 0.115, 0.07400000000000001, 0.755, 0.094, 0.559, 0.181, 0.01, 0.112]","[0.12466666666666665, 0.014444444444444442, 0.06022222222222224, 0.020666666666666667, 0.32833333333333337, 0.01022222222222222, 0.21755555555555553, 0.005666666666666665, 0.0011111111111111113, 0.005999999999999999]"
8,orchestrator,1.7520074098587035,0.3745,0.3543068506256227,0.5052531286596964,0.3745,[0.733 0.506 0.684 0.132 0.383 0.165 0.518 0.286 0.036 0.302],"[0.733, 0.506, 0.684, 0.132, 0.383, 0.165, 0.518, 0.286, 0.036, 0.30199999999999994]","[0.13977777777777778, 0.018555555555555565, 0.25677777777777777, 0.02933333333333334, 0.11655555555555557, 0.015666666666666676, 0.09333333333333334, 0.0074444444444444445, 0.0017777777777777779, 0.015777777777777783]"
9,orchestrator,1.5358608924865722,0.4528,0.4544894551863436,0.5366160743936481,0.4528,[0.555 0.687 0.517 0.233 0.646 0.294 0.529 0.373 0.442 0.252],"[0.555, 0.6869999999999999, 0.5169999999999999, 0.233, 0.646, 0.294, 0.529, 0.373, 0.442, 0.252]","[0.0581111111111111, 0.03511111111111112, 0.14044444444444448, 0.045555555555555564, 0.1844444444444444, 0.028555555555555556, 0.06266666666666666, 0.009666666666666667, 0.03822222222222223, 0.005222222222222219]"
10,orchestrator,1.5830553537368774,0.4457,0.4500130907260349,0.5513466894141211,0.4457000000000001,[0.593 0.584 0.815 0.113 0.297 0.39  0.593 0.368 0.312 0.392],"[0.593, 0.5840000000000001, 0.815, 0.113, 0.297, 0.39, 0.593, 0.368, 0.312, 0.392]","[0.06755555555555556, 0.015444444444444446, 0.3035555555555556, 0.015888888888888886, 0.06066666666666668, 0.045888888888888896, 0.05944444444444446, 0.006444444444444444, 0.025333333333333336, 0.01566666666666667]"
11,orchestrator,1.3852282542228698,0.5181,0.5163584395160201,0.5810253205059112,0.5181,[0.78  0.731 0.696 0.222 0.347 0.496 0.678 0.434 0.364 0.433],"[0.78, 0.731, 0.696, 0.222, 0.347, 0.496, 0.678, 0.434, 0.364, 0.433]","[0.10366666666666667, 0.028444444444444456, 0.17644444444444443, 0.03344444444444446, 0.04955555555555556, 0.05533333333333333, 0.04888888888888887, 0.006333333333333333, 0.02233333333333333, 0.011000000000000003]"
12,orchestrator,1.3663070715904235,0.5395,0.538850242356285,0.5980435656880512,0.5395,[0.8   0.792 0.671 0.276 0.373 0.512 0.66  0.529 0.323 0.459],"[0.8, 0.7919999999999998, 0.6709999999999999, 0.276, 0.373, 0.512, 0.66, 0.529, 0.323, 0.459]","[0.1103333333333333, 0.029555555555555557, 0.15677777777777774, 0.04022222222222223, 0.04444444444444444, 0.05599999999999999, 0.038666666666666655, 0.01133333333333333, 0.016, 0.008333333333333335]"
13,orchestrator,1.3159519266605377,0.5732,0.5683226539882755,0.6117564588532437,0.5732000000000002,[0.681 0.754 0.611 0.193 0.466 0.672 0.7   0.56  0.687 0.408],"[0.681, 0.754, 0.611, 0.193, 0.466, 0.672, 0.7, 0.56, 0.687, 0.408]","[0.06222222222222223, 0.02622222222222222, 0.10844444444444441, 0.022999999999999996, 0.054777777777777786, 0.09233333333333332, 0.034999999999999996, 0.011888888888888886, 0.05511111111111111, 0.005222222222222221]"
14,orchestrator,1.2115794516086578,0.6028,0.6089435063757392,0.633187856094745,0.6028,[0.728 0.714 0.545 0.377 0.581 0.632 0.662 0.564 0.637 0.588],"[0.728, 0.714, 0.545, 0.377, 0.581, 0.632, 0.662, 0.564, 0.637, 0.588]","[0.059555555555555556, 0.012777777777777777, 0.07722222222222222, 0.05511111111111113, 0.07522222222222218, 0.07544444444444444, 0.029111111111111112, 0.013333333333333336, 0.032, 0.011555555555555553]"
15,orchestrator,1.3186973691940307,0.5869,0.5919505173498234,0.6400164927047524,0.5869,[0.819 0.815 0.583 0.426 0.513 0.61  0.619 0.514 0.443 0.527],"[0.819, 0.815, 0.583, 0.426, 0.513, 0.61, 0.619, 0.514, 0.443, 0.527]","[0.10155555555555554, 0.025444444444444454, 0.08522222222222221, 0.06311111111111113, 0.059555555555555584, 0.07588888888888885, 0.018, 0.009666666666666665, 0.014000000000000005, 0.006555555555555563]"
16,orchestrator,1.2368471738338471,0.6078,0.6129959457747012,0.653430774168388,0.6077999999999999,[0.777 0.831 0.56  0.393 0.549 0.725 0.552 0.538 0.603 0.55 ],"[0.777, 0.831, 0.56, 0.393, 0.549, 0.725, 0.552, 0.538, 0.603, 0.55]","[0.06266666666666669, 0.02688888888888889, 0.072, 0.05233333333333334, 0.06311111111111112, 0.10888888888888888, 0.01233333333333333, 0.01133333333333333, 0.01866666666666667, 0.007555555555555562]"
17,orchestrator,1.1932704205513,0.6289,0.6300970654861469,0.6544232480443183,0.6289,[0.823 0.812 0.6   0.344 0.48  0.684 0.664 0.664 0.597 0.621],"[0.823, 0.8119999999999998, 0.6, 0.344, 0.48, 0.684, 0.664, 0.664, 0.597, 0.621]","[0.07688888888888884, 0.020444444444444453, 0.07922222222222221, 0.03666666666666666, 0.042333333333333334, 0.08266666666666665, 0.021222222222222215, 0.02355555555555557, 0.01911111111111112, 0.01022222222222222]"
18,orchestrator,1.2290290503501893,0.6365,0.6404893252805341,0.6658814760496566,0.6365000000000001,[0.76  0.878 0.585 0.499 0.489 0.683 0.621 0.631 0.636 0.583],"[0.7599999999999998, 0.878, 0.5850000000000001, 0.499, 0.489, 0.683, 0.621, 0.631, 0.636, 0.583]","[0.05488888888888891, 0.03433333333333334, 0.06455555555555553, 0.06711111111111112, 0.040444444444444436, 0.084, 0.013777777777777774, 0.019666666666666676, 0.01755555555555556, 0.007555555555555562]"
