epoch,node,loss,accuracy,fscore,precision,recall,test_accuracy_per_class,true_positive_rate,false_positive_rate
0,3,2.291382502665562,0.009444444444444445,0.0018712162905888826,0.0009444444444444445,0.1,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0,9,2.2953176793798935,0.11277777777777778,0.02252177289621124,0.012530864197530864,0.1111111111111111,[0. 0. 1. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0,0,2.2783086110005337,0.11055555555555556,0.022122172197209716,0.012283950617283951,0.1111111111111111,[0. 0. 1. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0,8,2.280448854497049,0.08833333333333333,0.016232771822358348,0.008833333333333334,0.1,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0,4,2.3551157512496004,0.014444444444444444,0.0035596933187294635,0.0018055555555555555,0.125,[0. 0. 1. 0. 0. 0. 0. 0.],"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0,2,2.2652280689340776,0.45611111111111113,0.06960871592691509,0.050679012345679016,0.1111111111111111,[0. 0. 1. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0,1,2.2928506779459727,0.18166666666666667,0.030747531734837803,0.018166666666666668,0.1,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0,6,2.3345673042061055,0.028888888888888888,0.006239500839932805,0.0032098765432098763,0.1111111111111111,[0. 0. 1. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0,7,2.3270133216824154,0.0011111111111111111,0.00022197558268590456,0.00011111111111111112,0.1,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0,5,2.3376045374743706,0.0005555555555555556,0.00011104941699056081,5.555555555555556e-05,0.1,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,1,1.9815344483451505,0.27555555555555555,0.04320557491289199,0.027555555555555555,0.1,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,5,0.3257757851244074,0.9055555555555556,0.634368919993838,0.789050508976284,0.6115134449556882,"[0.96402878 0.99324324 0.         0.25806452 0.11538462 0.92168675
 0.8877551  0.93291405 0.11111111 0.93094629]","[0.9640287769784173, 0.9932432432432432, 0.0, 0.25806451612903225, 0.11538461538461539, 0.9216867469879518, 0.8877551020408163, 0.9329140461215933, 0.1111111111111111, 0.9309462915601023]","[0.12201560245810986, 0.03722537978451753, 0.0, 0.0, 0.0, 0.08894740691975715, 0.00567720059355666, 0.023528756770001165, 0.0011990407673860915, 0.1530583405336846]"
