coalition,value,iteration
"(3, 9, 0, 8, 4, 2, 1, 6, 7, 5)",0.1017,0
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.3216,0
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.1009,0
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.1016,0
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.1009,0
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.1851,0
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.1401,0
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.1281,0
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.2098,0
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.2084,0
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.1369,0
"(1, 5, 0, 9, 7, 3, 8, 6, 2, 4)",0.7726,1
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.7422,1
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.7686,1
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.8038,1
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.7651,1
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.7985,1
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.7456,1
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.7359,1
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.7671,1
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.7465,1
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.7257,1
"(0, 1, 9, 7, 2, 6, 3, 4, 5, 8)",0.859,2
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.863,2
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.85,2
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.8578,2
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.8701,2
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.852,2
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.8611,2
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.8394,2
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.8442,2
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.8538,2
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.8444,2
"(8, 6, 5, 9, 2, 0, 7, 4, 1, 3)",0.8873,3
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.8756,3
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.8869,3
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.8854,3
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.8853,3
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.8878,3
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.8923,3
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.8934,3
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.8859,3
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.8898,3
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.8765,3
"(5, 1, 9, 7, 0, 4, 6, 3, 2, 8)",0.9088,4
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.9065,4
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9114,4
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.9071,4
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.9111,4
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.9133,4
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9074,4
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9053,4
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.9003,4
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.9078,4
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.9015,4
"(7, 4, 6, 9, 3, 8, 0, 2, 1, 5)",0.9205,5
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.9227,5
