cluster,ins_mean,ins_median,ins_var,ins_std,ins_p05,ins_p25,ins_p50,ins_p75,ins_p95,del_mean,del_median,del_var,del_std,del_p05,del_p25,del_p50,del_p75,del_p95
AA,0.6280377651442598,0.6263083113954503,0.003533439627349998,0.05944274242790282,0.5466142395843743,0.5763263844883737,0.6263083113954503,0.6753402409503111,0.7124762847946267,0.402209043152106,0.3962734600197401,0.002760750274361886,0.05254284227525083,0.33655799335420805,0.3721625856190477,0.3962734600197401,0.4110254904175548,0.4991622418168761
AB,0.497184494431464,0.4916724457391233,0.0026016566958732288,0.05100643778851086,0.427093426182354,0.46315242207323926,0.4916724457391233,0.533349008700656,0.5741932083466754,0.4995798373872676,0.4912650088768797,0.0021352405145008985,0.046208662764690545,0.43271593086483306,0.47677307484740283,0.4912650088768797,0.534251191282082,0.5642131828863144
