0,1,2,3,4,5,6,7,8,9
3.4901,2.2499,2.6622999999999974,-0.5818,0.06750000000000042,-0.6463999999999999,-0.5782999999999997,-0.45699999999999974,-0.5631,-0.7441999999999996
