0,1,2,3,4,5,6,7,8,9,iteration,iteration
-0.005500000000000005,0.014499999999999999,0.014499999999999999,0.014499999999999999,-0.050600000000000006,0.005199999999999996,0.016399999999999998,0.016699999999999993,-0.004600000000000007,0.014499999999999999,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012999999999999956,0.0,0.0,1,1
0.029900000000000038,-0.00029999999999996696,0.011400000000000077,0.032500000000000084,0.0252,0.12800000000000006,0.018400000000000083,0.18280000000000007,0.03070000000000006,0.02950000000000008,2,2
0.021299999999999986,0.019000000000000017,0.022399999999999975,-0.010299999999999976,0.0014000000000000679,-0.007099999999999995,0.01440000000000008,0.0008000000000000229,-0.0026999999999999247,-0.011799999999999922,3,3
0.013500000000000068,0.011800000000000033,0.01640000000000008,-0.007899999999999907,0.0024000000000000687,-0.006699999999999928,0.006700000000000039,-0.0043999999999999595,-0.0014999999999999458,-0.005899999999999905,4,4
0.009600000000000053,0.008600000000000052,0.014100000000000001,-0.007000000000000006,0.0026000000000000467,-0.0045999999999999375,0.006000000000000005,-0.0030000000000000027,-0.004899999999999904,-0.0047999999999999154,5,5
0.007099999999999995,0.006599999999999939,0.011499999999999955,-0.0049000000000000155,0.0039000000000000146,-0.0040000000000000036,0.00039999999999995595,-0.0035000000000000586,-0.005600000000000049,-0.0036000000000000476,6,6
0.0050000000000000044,0.007900000000000018,0.011199999999999988,-0.0038000000000000256,0.0041999999999999815,-0.0012999999999999678,0.0021999999999999797,-0.0020999999999999908,-0.0026000000000000467,-0.0019000000000000128,7,7
0.0040999999999999925,0.007000000000000006,0.009099999999999997,-0.0022999999999999687,0.0030000000000000027,-0.0007000000000000339,0.0011999999999999789,-0.0017000000000000348,-0.0024000000000000687,-0.0014000000000000679,8,8
0.0034000000000000696,0.0045000000000000595,0.005600000000000049,-0.0027999999999999137,0.0024000000000000687,-0.00039999999999995595,-0.0019000000000000128,-0.0010000000000000009,-0.0021999999999999797,-0.0005999999999999339,9,9
0.0033999999999999586,0.006199999999999983,0.007000000000000006,9.999999999998899e-05,0.0030999999999999917,9.999999999998899e-05,-0.00040000000000006697,-0.001100000000000101,-0.0006000000000000449,0.00039999999999995595,10,10
0.002100000000000102,0.0046000000000000485,0.006300000000000083,-0.0006999999999999229,0.0028000000000000247,0.0007000000000000339,0.0,-0.0008999999999999009,-0.0008999999999999009,0.0010000000000000009,11,11
0.0016999999999999238,0.0042999999999999705,0.0050000000000000044,0.0009000000000000119,0.0020999999999999908,0.0006999999999999229,-0.0006000000000000449,-0.0010999999999999899,-0.0014000000000000679,0.00029999999999996696,12,12
0.0017000000000000348,0.0035000000000000586,0.0042999999999999705,0.00019999999999997797,0.0022999999999999687,0.0010999999999999899,-0.00029999999999996696,-0.0005999999999999339,-0.00019999999999997797,0.00040000000000006697,13,13
0.0007000000000000339,0.0026000000000000467,0.0039000000000000146,0.0007000000000000339,0.0025000000000000577,0.0010000000000000009,-0.00029999999999996696,-0.00029999999999996696,-0.00019999999999997797,-0.00019999999999997797,14,14
0.0007000000000000339,0.0020000000000000018,0.0031999999999999806,9.999999999998899e-05,0.0016000000000000458,0.0006000000000000449,-0.0011999999999999789,-0.0006000000000000449,-0.0012999999999999678,-0.0004999999999999449,15,15
0.0007000000000000339,0.0016000000000000458,0.0030999999999999917,-0.00039999999999995595,0.0017000000000000348,9.999999999998899e-05,-0.0010999999999999899,-0.0006000000000000449,-0.0007000000000000339,-0.0014999999999999458,16,16
0.0012999999999999678,0.0023999999999999577,0.0037000000000000366,-0.000500000000000056,0.0017000000000000348,0.0010999999999999899,-0.0006000000000000449,-0.0006000000000000449,0.0,-0.0012999999999999678,17,17
0.0013999999999999568,0.0018000000000000238,0.0020999999999999908,-9.999999999998899e-05,0.0012999999999999678,0.0010999999999999899,-0.0007000000000000339,-0.0010000000000000009,-0.00039999999999995595,-0.0010999999999999899,18,18
0.0010000000000000009,0.0012999999999999678,0.0020999999999999908,-0.0007000000000000339,0.0008000000000000229,-9.999999999998899e-05,-0.0010000000000000009,-0.0019000000000000128,-0.0010000000000000009,-0.0026000000000000467,19,19
0.0015000000000000568,0.0024000000000000687,0.0033000000000000806,0.0016000000000000458,0.0024000000000000687,0.0018000000000000238,0.000200000000000089,-0.0006999999999999229,0.0013000000000000789,0.0,20,20
0.0012999999999999678,0.0030000000000000027,0.0031999999999999806,0.0010000000000000009,0.0026999999999999247,0.0015999999999999348,0.0010000000000000009,-0.000300000000000078,0.0014999999999999458,-0.00010000000000010001,21,21
0.0010000000000000009,0.0014999999999999458,0.0019000000000000128,-0.0008000000000000229,0.0023999999999999577,0.0011999999999999789,0.0009000000000000119,-0.0009000000000000119,0.0004999999999999449,-0.0010000000000000009,22,22
0.00039999999999995595,0.0022999999999999687,0.0014999999999999458,-0.000500000000000056,0.0020000000000000018,0.0010000000000000009,-9.999999999998899e-05,-0.0007000000000000339,-0.0007000000000000339,-0.0008000000000000229,23,23
0.0013000000000000789,0.0021999999999999797,0.0023000000000000798,0.00019999999999997797,0.0017000000000000348,0.000300000000000078,0.00019999999999997797,-0.0011999999999999789,-0.00019999999999997797,-0.0011999999999999789,24,24
0.0014999999999999458,0.0023999999999999577,0.0020999999999999908,0.0,0.0015999999999999348,-0.00010000000000010001,0.00029999999999996696,-0.00040000000000006697,-0.0006000000000000449,-0.0012000000000000899,25,25
0.0016000000000000458,0.0022000000000000908,0.0019000000000000128,-0.00019999999999997797,0.0028000000000000247,0.0015000000000000568,0.000300000000000078,-0.00039999999999995595,-0.00029999999999996696,-0.00029999999999996696,26,26
0.0017000000000000348,0.0020000000000000018,0.0020000000000000018,-0.0006000000000000449,0.0018000000000000238,-0.00029999999999996696,0.0,-0.00029999999999996696,0.0,-0.0006000000000000449,27,27
0.0016000000000000458,0.0030000000000000027,0.0029000000000000137,-0.0007000000000000339,0.0021999999999999797,-9.999999999998899e-05,-0.00029999999999996696,-0.0004999999999999449,0.0,-0.00039999999999995595,28,28
0.0015999999999999348,0.0024999999999999467,0.0021999999999999797,-0.00010000000000010001,0.0018999999999999018,-0.00010000000000010001,0.00019999999999997797,-0.000500000000000056,0.0006999999999999229,9.999999999998899e-05,29,29
0.0014000000000000679,0.0025000000000000577,0.0017000000000000348,-0.0007999999999999119,0.0012000000000000899,0.000300000000000078,-0.00039999999999995595,-0.0005999999999999339,0.0007000000000000339,-0.0006999999999999229,30,30
0.0015000000000000568,0.0020000000000000018,0.0011999999999999789,-0.00029999999999996696,0.0018000000000000238,-0.0014999999999999458,-0.0006000000000000449,-0.0012999999999999678,9.999999999998899e-05,-0.0010999999999999899,31,31
