coalition,value,iteration
"(2, 9, 1, 6, 3, 8, 5, 7, 4, 0)",0.1002,0
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.106,0
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.1002,0
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.1008,0
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.1004,0
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.1003,0
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.1003,0
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.1002,0
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.1002,0
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.1004,0
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.1002,0
"(5, 9, 6, 2, 0, 1, 7, 3, 4, 8)",0.3339,1
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.3194,1
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.3679,1
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.3491,1
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.3411,1
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.358,1
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.3621,1
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.3235,1
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.3423,1
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.3416,1
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.2944,1
"(2, 5, 1, 0, 3, 6, 8, 7, 4, 9)",0.5869,2
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.6169,2
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.5601,2
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.6462,2
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.5905,2
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.568,2
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.5759,2
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.5804,2
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.5567,2
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.6118,2
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.5779,2
"(8, 4, 5, 1, 0, 7, 6, 2, 3, 9)",0.6013,3
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.5736,3
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.5725,3
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.5743,3
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.6735,3
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.7357,3
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.5686,3
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.5687,3
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.632,3
