0,1,2,3,4,5,6,7,8,9
-0.7658000000000001,-0.8648,-0.7459999999999994,0.5952000000000002,0.3351999999999996,0.43569999999999987,0.4360000000000002,0.4851000000000002,0.5013000000000004,0.3582999999999999
