coalition,value,iteration
"(3, 9, 0, 8, 4, 2, 1, 6, 7, 5)",0.1284,0
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.1005,0
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.1006,0
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.1006,0
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.1011,0
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.1125,0
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.1549,0
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.2003,0
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.1011,0
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.1011,0
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.1499,0
"(1, 5, 0, 9, 7, 3, 8, 6, 2, 4)",0.2318,1
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.2047,1
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.2158,1
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.3004,1
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.2899,1
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.1971,1
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.2287,1
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.2006,1
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.2368,1
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.1946,1
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.1942,1
"(0, 1, 9, 7, 2, 6, 3, 4, 5, 8)",0.503,2
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.7027,2
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.5773,2
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.4761,2
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.4592,2
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.4444,2
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.4845,2
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.4656,2
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.5244,2
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.4644,2
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.473,2
"(8, 6, 5, 9, 2, 0, 7, 4, 1, 3)",0.635,3
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.6035,3
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.6212,3
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.6243,3
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.6327,3
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.7081,3
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.6073,3
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.6443,3
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.5884,3
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.6673,3
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.6455,3
"(5, 1, 9, 7, 0, 4, 6, 3, 2, 8)",0.7203,4
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.7097,4
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.8021,4
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.7124,4
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.7006,4
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.6788,4
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.7005,4
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.7025,4
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.6945,4
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.7507,4
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.7015,4
"(7, 4, 6, 9, 3, 8, 0, 2, 1, 5)",0.7649,5
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.7523,5
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.7491,5
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.7485,5
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.7557,5
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.7445,5
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.7404,5
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.7805,5
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.8328,5
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.7979,5
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.7473,5
"(1, 4, 2, 3, 9, 6, 7, 0, 5, 8)",0.7888,6
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.8064,6
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.785,6
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.8225,6
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.7744,6
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.7736,6
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.7681,6
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.7785,6
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.798,6
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.7803,6
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.7818,6
"(8, 2, 3, 1, 6, 0, 9, 5, 7, 4)",0.8221,7
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.8122,7
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.8502,7
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.8112,7
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.8456,7
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.8077,7
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.8253,7
