0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
AH,AM,AO,AI,AJ,AN,AD,AL,AF,AK,AE,AG,AC,AB,AA
