iteration,node_id,loss,accuracy,full_loss,full_accuracy
0,0,1.4684383707281985,0.33359314107560406,"[2.225939706519798, 1.9616678732412833, 1.4684383707281985]","[0.2509742790335152, 0.2766952455183164, 0.33359314107560406]"
0,8,1.1488676063426129,0.6111796136457049,"[2.1366501659541934, 1.4182382009246133, 1.1488676063426129]","[0.5129469790382244, 0.5914508836826963, 0.6111796136457049]"
0,12,1.4659555405378342,0.5154598825831702,"[2.1924799382686615, 1.9371705949306488, 1.4659555405378342]","[0.4003913894324853, 0.49471624266144815, 0.5154598825831702]"
0,7,1.0696033897337975,0.6271393643031785,"[2.14436577357255, 1.4448112411932512, 1.0696033897337975]","[0.4898125509372453, 0.5704971475142624, 0.6271393643031785]"
0,3,1.0520120419852146,0.6159212146081248,"[2.141531532460993, 1.4161683708042294, 1.0520120419852146]","[0.491177677472302, 0.5699630693475585, 0.6159212146081248]"
0,5,1.1277106946164912,0.6030069077610727,"[2.1464376588920495, 1.4972272592705567, 1.1277106946164912]","[0.5018285249898415, 0.5826899634295002, 0.6030069077610727]"
0,13,1.4485078439116479,0.5270800627943485,"[2.1897035032510757, 1.9255881011486053, 1.4485078439116479]","[0.40816326530612246, 0.49921507064364207, 0.5270800627943485]"
0,2,1.4709566116333008,0.32459913961673836,"[2.2252864241600037, 1.9599492847919464, 1.4709566116333008]","[0.2569417285881893, 0.2850997262416895, 0.32459913961673836]"
0,14,1.4191220946609975,0.5338849487785658,"[2.1864027261734007, 1.910937701165676, 1.4191220946609975]","[0.41095350669818753, 0.5059101654846335, 0.5338849487785658]"
0,4,1.0793804628284354,0.6130632492765605,"[2.1464481840008185, 1.4626469102345014, 1.0793804628284354]","[0.49607275733774286, 0.5758577924762298, 0.6130632492765605]"
0,9,1.0890120554279972,0.6197298403602128,"[2.1421915571410937, 1.453966019215522, 1.0890120554279972]","[0.504297994269341, 0.5869832173557102, 0.6197298403602128]"
0,1,1.4480077116577714,0.3429349941611522,"[2.224061403745486, 1.9364270398646226, 1.4480077116577714]","[0.2635266640716232, 0.302841572596341, 0.3429349941611522]"
0,6,1.0470322711127145,0.6425636811832375,"[2.146358051857391, 1.4404101209207014, 1.0470322711127145]","[0.49671322925225964, 0.5805258833196385, 0.6425636811832375]"
0,11,1.4365231372133087,0.5244144501786423,"[2.187833728669565, 1.9181357954121843, 1.4365231372133087]","[0.4132592298531163, 0.5089321159190154, 0.5244144501786423]"
0,10,1.4679847911000252,0.5147812376823019,"[2.1883085906505584, 1.9205386862158775, 1.4679847911000252]","[0.40717382735514385, 0.5029562475364604, 0.5147812376823019]"
1,2,0.4353481094352901,0.8635119280406727,"[1.3587829805910587, 0.7164842415601015, 0.4353481094352901]","[0.41728588189284316, 0.7438404380132968, 0.8635119280406727]"
1,12,0.32614753539673985,0.899412915851272,"[1.0604028545320034, 0.4610658556222916, 0.32614753539673985]","[0.673972602739726, 0.849706457925636, 0.899412915851272]"
1,3,0.3530848220764817,0.9023389413212967,"[0.8397189394220129, 0.49084647386879116, 0.3530848220764817]","[0.7308165777595405, 0.8596635207221994, 0.9023389413212967]"
1,14,0.2889201933518052,0.9070133963750985,"[1.0078389342874288, 0.4270345730707049, 0.2889201933518052]","[0.6914893617021277, 0.851063829787234, 0.9070133963750985]"
1,7,0.3975032826329207,0.8899755501222494,"[0.8456997387594991, 0.4907162062727012, 0.3975032826329207]","[0.7355338223308884, 0.8614506927465363, 0.8899755501222494]"
1,1,0.4060921381101196,0.8742701440249124,"[1.3398437639813365, 0.708757918190073, 0.4060921381101196]","[0.4437524328532503, 0.7481510315297781, 0.8742701440249124]"
1,5,0.39070756036739845,0.8870377895164567,"[0.9188314509856237, 0.529180717739192, 0.39070756036739845]","[0.7159691182446161, 0.8504672897196262, 0.8870377895164567]"
1,9,0.3934947682859062,0.8866148178469095,"[0.886892290084393, 0.4985373765230179, 0.3934947682859062]","[0.7331150225133033, 0.8571428571428571, 0.8866148178469095]"
1,6,0.3685641957374362,0.8940016433853739,"[0.8984043857493957, 0.6183144552754117, 0.3685641957374362]","[0.7317173377156944, 0.8266228430566968, 0.8940016433853739]"
1,8,0.4464628171998185,0.8886148787505138,"[0.842148413567187, 0.4730008158873609, 0.4464628171998185]","[0.7398273736128237, 0.8614878750513769, 0.8886148787505138]"
1,13,0.28859591502696275,0.9034536891679749,"[0.9868669226765633, 0.4438544163480401, 0.28859591502696275]","[0.7032967032967034, 0.8579277864992151, 0.9034536891679749]"
1,11,0.3056766130501711,0.8979753870583564,"[1.000081999392449, 0.4564466204824327, 0.3056766130501711]","[0.6891623660182612, 0.8416038110361255, 0.8979753870583564]"
1,0,0.4199797281144578,0.8663289166017147,"[1.3163055610141636, 0.6933381585059343, 0.4199797281144578]","[0.4450506625097428, 0.7408417770849571, 0.8663289166017147]"
1,4,0.3677919815833631,0.9020256304257958,"[0.8720039788045382, 0.49977715303631204, 0.3677919815833631]","[0.7370814386109963, 0.8548987184787102, 0.9020256304257958]"
1,10,0.2973507668590173,0.9026409144659047,"[1.0531468108296393, 0.46156967063434423, 0.2973507668590173]","[0.6807252660622782, 0.8513992905005913, 0.9026409144659047]"
2,8,0.2757566316270983,0.9173859432799013,"[0.3929731815859869, 0.29285514263463414, 0.2757566316270983]","[0.8799835593916975, 0.9157418824496506, 0.9173859432799013]"
2,12,0.2418183017289266,0.9283757338551859,"[0.4384277877397835, 0.2650295080151409, 0.2418183017289266]","[0.8657534246575342, 0.9178082191780822, 0.9283757338551859]"
2,0,0.2598191049455861,0.916991426344505,"[0.6659806816620223, 0.3344618556216175, 0.2598191049455861]","[0.7716289945440374, 0.8986749805144193, 0.916991426344505]"
2,10,0.1947606442379765,0.9389042175798187,"[0.4121599127538502, 0.277968747750856, 0.1947606442379765]","[0.8793851005124163, 0.913283405597162, 0.9389042175798187]"
2,5,0.26893393598593673,0.9150751726940268,"[0.44755573715869484, 0.31750880922009417, 0.26893393598593673]","[0.8736286062576188, 0.9077610727346607, 0.9150751726940268]"
2,9,0.2728386770982247,0.9152681129758493,"[0.42125318634819675, 0.30492547449546975, 0.2728386770982247]","[0.8792468276708965, 0.9156774457634056, 0.9152681129758493]"
2,3,0.24143633991479874,0.926138695116947,"[0.3633620771398018, 0.2703598543227493, 0.24143633991479874]","[0.8916700861715223, 0.9236766516208453, 0.926138695116947]"
2,14,0.1983805205207318,0.9361702127659575,"[0.39178652223199606, 0.24709492763504387, 0.1983805205207318]","[0.8735224586288416, 0.9200157604412924, 0.9361702127659575]"
2,13,0.20082202206831426,0.9356357927786499,"[0.39217643402516844, 0.24323199035134166, 0.20082202206831426]","[0.8763736263736264, 0.9250392464678179, 0.9356357927786499]"
2,4,0.243082171404048,0.9317899958660604,"[0.43225616442137643, 0.3037918770293656, 0.243082171404048]","[0.875155022736668, 0.9177346010748243, 0.9317899958660604]"
2,7,0.2709912605486907,0.917277913610432,"[0.40982773822623414, 0.2977519670573922, 0.2709912605486907]","[0.887123064384678, 0.9168704156479217, 0.917277913610432]"
2,1,0.2687980004206852,0.9147528221097704,"[0.6616454814319257, 0.32728639645157037, 0.2687980004206852]","[0.7695601401323472, 0.8999610743479953, 0.9147528221097704]"
2,6,0.26292645950596055,0.9211175020542317,"[0.4013487184783081, 0.46073284263831454, 0.26292645950596055]","[0.8898931799506984, 0.8833196384552178, 0.9211175020542317]"
2,2,0.2719056645873934,0.9159170903402425,"[0.6852981256321072, 0.355555478297174, 0.2719056645873934]","[0.75831052014079, 0.8830660930778256, 0.9159170903402425]"
2,11,0.20896195415171642,0.9392616117506947,"[0.4071500152349472, 0.26751925970745993, 0.20896195415171642]","[0.8773322747121873, 0.9142516871774514, 0.9392616117506947]"
3,12,0.20337501966860144,0.9424657534246575,"[0.28769694089423864, 0.2107923515373841, 0.20337501966860144]","[0.913894324853229, 0.9365949119373776, 0.9424657534246575]"
3,13,0.160527210845612,0.9481946624803768,"[0.2658731736242771, 0.18554969504475594, 0.160527210845612]","[0.9167974882260597, 0.9434850863422292, 0.9481946624803768]"
3,14,0.1574008421623148,0.9515366430260047,"[0.26434653950855136, 0.1929600001894869, 0.1574008421623148]","[0.9152876280535855, 0.9405043341213554, 0.9515366430260047]"
3,4,0.18814124662036957,0.9458453906572964,"[0.3011612351003446, 0.2278990758043763, 0.18814124662036957]","[0.9107069036792063, 0.9359239355105415, 0.9458453906572964]"
3,11,0.17575131176346087,0.9468042874156412,"[0.27177725600290903, 0.2077777923049429, 0.17575131176346087]","[0.9178245335450576, 0.9376736800317587, 0.9468042874156412]"
3,3,0.19365278113778536,0.9392695937628232,"[0.2527353808332186, 0.1990146366274589, 0.19365278113778536]","[0.9257283545342634, 0.9413212966762413, 0.9392695937628232]"
3,5,0.21936697241934863,0.9337667614790736,"[0.3175215169593885, 0.2519285996238907, 0.21936697241934863]","[0.9041040227549777, 0.9264526615197074, 0.9337667614790736]"
3,6,0.21643510070181898,0.9350862777321282,"[0.28149962367175463, 0.3911485944378686, 0.21643510070181898]","[0.9174198849630238, 0.8972884141331142, 0.9350862777321282]"
3,7,0.21452975694041748,0.928280358598207,"[0.29535692707671746, 0.22493210432494615, 0.21452975694041748]","[0.9091279543602282, 0.9319478402607987, 0.928280358598207]"
3,0,0.21890362936221522,0.93141075604053,"[0.43290591849313104, 0.26268435340880614, 0.21890362936221522]","[0.8636009353078722, 0.921667965705378, 0.93141075604053]"
3,8,0.2080447053077159,0.93711467324291,"[0.26909544143686676, 0.2281576322176941, 0.2080447053077159]","[0.9190300041101521, 0.9321824907521579, 0.93711467324291]"
3,2,0.21790695553645492,0.9346890887759093,"[0.4599503519013524, 0.2876023537479341, 0.21790695553645492]","[0.8545170121235823, 0.9088775909268674, 0.9346890887759093]"
3,10,0.16135186865576542,0.9456050453291289,"[0.28643501515034586, 0.20930375274037943, 0.16135186865576542]","[0.9184075679936934, 0.9369333858888451, 0.9456050453291289]"
3,1,0.22317534813335466,0.9342156481121059,"[0.42486196388433006, 0.26257567208858185, 0.22317534813335466]","[0.8614246788633709, 0.920591669910471, 0.9342156481121059]"
3,9,0.21797088020807737,0.9308227589029882,"[0.2989522433029367, 0.23869288340210915, 0.21797088020807737]","[0.9062627916496111, 0.9279574293900942, 0.9308227589029882]"
4,2,0.18315173713490368,0.9432929213922565,"[0.3447437831200659, 0.25301835904829206, 0.18315173713490368]","[0.892843175596402, 0.9190457567461869, 0.9432929213922565]"
4,11,0.15121911765559565,0.9511710996427154,"[0.21571950180621086, 0.17535197105305858, 0.15121911765559565]","[0.9376736800317587, 0.945216355696705, 0.9511710996427154]"
4,13,0.12993333399062976,0.9560439560439561,"[0.2111903628334403, 0.15405406886711717, 0.12993333399062976]","[0.9309262166405023, 0.9529042386185244, 0.9560439560439561]"
4,8,0.1676514573250111,0.9465680230168516,"[0.2195989426101449, 0.18432059694858655, 0.1676514573250111]","[0.9330045211672832, 0.9441019317714755, 0.9465680230168516]"
4,3,0.16447590497116765,0.9450143619203939,"[0.19999908055965002, 0.15945439607920972, 0.16447590497116765]","[0.9425523184242922, 0.9519901518260155, 0.9450143619203939]"
4,14,0.13206955684581773,0.958628841607565,"[0.20100416289642453, 0.16341315425233915, 0.13206955684581773]","[0.9334121355397951, 0.9456264775413712, 0.958628841607565]"
4,9,0.18643558637372085,0.9447400736799018,"[0.23653105089997317, 0.2006233361634341, 0.18643558637372085]","[0.9267294310274253, 0.9345067539909947, 0.9447400736799018]"
4,4,0.16042041450150704,0.954940057875155,"[0.2372017999326712, 0.18844121564669827, 0.16042041450150704]","[0.9280694501860273, 0.9454319966928483, 0.954940057875155]"
4,0,0.18619731620506005,0.9454403741231489,"[0.33736792404526544, 0.22779646996454692, 0.18619731620506005]","[0.8939984411535464, 0.9294621979734996, 0.9454403741231489]"
4,5,0.18663330821247845,0.9398618447785453,"[0.25655027251545487, 0.20222770637989818, 0.18663330821247845]","[0.926046322633076, 0.938642828118651, 0.9398618447785453]"
4,6,0.17267887072347396,0.9453574363188167,"[0.2305570695210587, 0.2885341804426212, 0.17267887072347396]","[0.9322103533278554, 0.9149548069022185, 0.9453574363188167]"
