coalition,value,iteration
"(2, 9, 1, 6, 3, 8, 5, 7, 4, 0)",0.29,0
"(9, 1, 6, 3, 8, 5, 7, 4, 0, '1_of_2', '2_of_2', '3_of_2', '4_of_2', '5_of_2')",0.1055,0
"(2, 1, 6, 3, 8, 5, 7, 4, 0, '1_of_9', '2_of_9', '3_of_9', '4_of_9', '5_of_9')",0.2837,0
"(2, 9, 6, 3, 8, 5, 7, 4, 0, '1_of_1', '2_of_1', '3_of_1', '4_of_1', '5_of_1')",0.0958,0
"(2, 9, 1, 3, 8, 5, 7, 4, 0, '1_of_6', '2_of_6', '3_of_6', '4_of_6', '5_of_6')",0.1411,0
"(2, 9, 1, 6, 8, 5, 7, 4, 0, '1_of_3', '2_of_3', '3_of_3', '4_of_3', '5_of_3')",0.2069,0
"(2, 9, 1, 6, 3, 5, 7, 4, 0, '1_of_8', '2_of_8', '3_of_8', '4_of_8', '5_of_8')",0.2351,0
"(2, 9, 1, 6, 3, 8, 7, 4, 0, '1_of_5', '2_of_5', '3_of_5', '4_of_5', '5_of_5')",0.3234,0
"(2, 9, 1, 6, 3, 8, 5, 4, 0, '1_of_7', '2_of_7', '3_of_7', '4_of_7', '5_of_7')",0.2287,0
"(2, 9, 1, 6, 3, 8, 5, 7, 0, '1_of_4', '2_of_4', '3_of_4', '4_of_4', '5_of_4')",0.3854,0
"(2, 9, 1, 6, 3, 8, 5, 7, 4, '1_of_0', '2_of_0', '3_of_0', '4_of_0', '5_of_0')",0.1135,0
"(5, 9, 6, 2, 0, 1, 7, 3, 4, 8)",0.7658,1
"(9, 6, 2, 0, 1, 7, 3, 4, 8, '1_of_5', '2_of_5', '3_of_5', '4_of_5', '5_of_5')",0.78,1
"(5, 6, 2, 0, 1, 7, 3, 4, 8, '1_of_9', '2_of_9', '3_of_9', '4_of_9', '5_of_9')",0.697,1
"(5, 9, 2, 0, 1, 7, 3, 4, 8, '1_of_6', '2_of_6', '3_of_6', '4_of_6', '5_of_6')",0.5981,1
"(5, 9, 6, 0, 1, 7, 3, 4, 8, '1_of_2', '2_of_2', '3_of_2', '4_of_2', '5_of_2')",0.4764,1
"(5, 9, 6, 2, 1, 7, 3, 4, 8, '1_of_0', '2_of_0', '3_of_0', '4_of_0', '5_of_0')",0.4833,1
"(5, 9, 6, 2, 0, 7, 3, 4, 8, '1_of_1', '2_of_1', '3_of_1', '4_of_1', '5_of_1')",0.662,1
"(5, 9, 6, 2, 0, 1, 3, 4, 8, '1_of_7', '2_of_7', '3_of_7', '4_of_7', '5_of_7')",0.6672,1
"(5, 9, 6, 2, 0, 1, 7, 4, 8, '1_of_3', '2_of_3', '3_of_3', '4_of_3', '5_of_3')",0.8059,1
"(5, 9, 6, 2, 0, 1, 7, 3, 8, '1_of_4', '2_of_4', '3_of_4', '4_of_4', '5_of_4')",0.6112,1
"(5, 9, 6, 2, 0, 1, 7, 3, 4, '1_of_8', '2_of_8', '3_of_8', '4_of_8', '5_of_8')",0.7263,1
"(2, 5, 1, 0, 3, 6, 8, 7, 4, 9)",0.8654,2
"(5, 1, 0, 3, 6, 8, 7, 4, 9, '1_of_2', '2_of_2', '3_of_2', '4_of_2', '5_of_2')",0.81,2
"(2, 1, 0, 3, 6, 8, 7, 4, 9, '1_of_5', '2_of_5', '3_of_5', '4_of_5', '5_of_5')",0.8782,2
"(2, 5, 0, 3, 6, 8, 7, 4, 9, '1_of_1', '2_of_1', '3_of_1', '4_of_1', '5_of_1')",0.7536,2
"(2, 5, 1, 3, 6, 8, 7, 4, 9, '1_of_0', '2_of_0', '3_of_0', '4_of_0', '5_of_0')",0.6302,2
"(2, 5, 1, 0, 6, 8, 7, 4, 9, '1_of_3', '2_of_3', '3_of_3', '4_of_3', '5_of_3')",0.8747,2
"(2, 5, 1, 0, 3, 8, 7, 4, 9, '1_of_6', '2_of_6', '3_of_6', '4_of_6', '5_of_6')",0.8256,2
"(2, 5, 1, 0, 3, 6, 7, 4, 9, '1_of_8', '2_of_8', '3_of_8', '4_of_8', '5_of_8')",0.8831,2
"(2, 5, 1, 0, 3, 6, 8, 4, 9, '1_of_7', '2_of_7', '3_of_7', '4_of_7', '5_of_7')",0.8061,2
"(2, 5, 1, 0, 3, 6, 8, 7, 9, '1_of_4', '2_of_4', '3_of_4', '4_of_4', '5_of_4')",0.805,2
"(2, 5, 1, 0, 3, 6, 8, 7, 4, '1_of_9', '2_of_9', '3_of_9', '4_of_9', '5_of_9')",0.8587,2
"(8, 4, 5, 1, 0, 7, 6, 2, 3, 9)",0.8945,3
"(4, 5, 1, 0, 7, 6, 2, 3, 9, '1_of_8', '2_of_8', '3_of_8', '4_of_8', '5_of_8')",0.9082,3
"(8, 5, 1, 0, 7, 6, 2, 3, 9, '1_of_4', '2_of_4', '3_of_4', '4_of_4', '5_of_4')",0.853,3
"(8, 4, 1, 0, 7, 6, 2, 3, 9, '1_of_5', '2_of_5', '3_of_5', '4_of_5', '5_of_5')",0.9004,3
"(8, 4, 5, 0, 7, 6, 2, 3, 9, '1_of_1', '2_of_1', '3_of_1', '4_of_1', '5_of_1')",0.8459,3
"(8, 4, 5, 1, 7, 6, 2, 3, 9, '1_of_0', '2_of_0', '3_of_0', '4_of_0', '5_of_0')",0.8031,3
"(8, 4, 5, 1, 0, 6, 2, 3, 9, '1_of_7', '2_of_7', '3_of_7', '4_of_7', '5_of_7')",0.865,3
"(8, 4, 5, 1, 0, 7, 2, 3, 9, '1_of_6', '2_of_6', '3_of_6', '4_of_6', '5_of_6')",0.8743,3
"(8, 4, 5, 1, 0, 7, 6, 3, 9, '1_of_2', '2_of_2', '3_of_2', '4_of_2', '5_of_2')",0.8792,3
"(8, 4, 5, 1, 0, 7, 6, 2, 9, '1_of_3', '2_of_3', '3_of_3', '4_of_3', '5_of_3')",0.8989,3
"(8, 4, 5, 1, 0, 7, 6, 2, 3, '1_of_9', '2_of_9', '3_of_9', '4_of_9', '5_of_9')",0.8964,3
"(5, 3, 2, 8, 0, 7, 9, 6, 1, 4)",0.9127,4
"(3, 2, 8, 0, 7, 9, 6, 1, 4, '1_of_5', '2_of_5', '3_of_5', '4_of_5', '5_of_5')",0.9182,4
"(5, 2, 8, 0, 7, 9, 6, 1, 4, '1_of_3', '2_of_3', '3_of_3', '4_of_3', '5_of_3')",0.9139,4
"(5, 3, 8, 0, 7, 9, 6, 1, 4, '1_of_2', '2_of_2', '3_of_2', '4_of_2', '5_of_2')",0.9009,4
"(5, 3, 2, 0, 7, 9, 6, 1, 4, '1_of_8', '2_of_8', '3_of_8', '4_of_8', '5_of_8')",0.9241,4
"(5, 3, 2, 8, 7, 9, 6, 1, 4, '1_of_0', '2_of_0', '3_of_0', '4_of_0', '5_of_0')",0.8792,4
"(5, 3, 2, 8, 0, 9, 6, 1, 4, '1_of_7', '2_of_7', '3_of_7', '4_of_7', '5_of_7')",0.8989,4
"(5, 3, 2, 8, 0, 7, 6, 1, 4, '1_of_9', '2_of_9', '3_of_9', '4_of_9', '5_of_9')",0.9164,4
"(5, 3, 2, 8, 0, 7, 9, 1, 4, '1_of_6', '2_of_6', '3_of_6', '4_of_6', '5_of_6')",0.9021,4
"(5, 3, 2, 8, 0, 7, 9, 6, 4, '1_of_1', '2_of_1', '3_of_1', '4_of_1', '5_of_1')",0.888,4
"(5, 3, 2, 8, 0, 7, 9, 6, 1, '1_of_4', '2_of_4', '3_of_4', '4_of_4', '5_of_4')",0.8905,4
"(6, 8, 2, 4, 3, 0, 5, 9, 7, 1)",0.9252,5
"(8, 2, 4, 3, 0, 5, 9, 7, 1, '1_of_6', '2_of_6', '3_of_6', '4_of_6', '5_of_6')",0.9137,5
"(6, 2, 4, 3, 0, 5, 9, 7, 1, '1_of_8', '2_of_8', '3_of_8', '4_of_8', '5_of_8')",0.9301,5
"(6, 8, 4, 3, 0, 5, 9, 7, 1, '1_of_2', '2_of_2', '3_of_2', '4_of_2', '5_of_2')",0.9141,5
"(6, 8, 2, 3, 0, 5, 9, 7, 1, '1_of_4', '2_of_4', '3_of_4', '4_of_4', '5_of_4')",0.904,5
"(6, 8, 2, 4, 0, 5, 9, 7, 1, '1_of_3', '2_of_3', '3_of_3', '4_of_3', '5_of_3')",0.9261,5
"(6, 8, 2, 4, 3, 5, 9, 7, 1, '1_of_0', '2_of_0', '3_of_0', '4_of_0', '5_of_0')",0.9084,5
"(6, 8, 2, 4, 3, 0, 9, 7, 1, '1_of_5', '2_of_5', '3_of_5', '4_of_5', '5_of_5')",0.9286,5
"(6, 8, 2, 4, 3, 0, 5, 7, 1, '1_of_9', '2_of_9', '3_of_9', '4_of_9', '5_of_9')",0.9256,5
"(6, 8, 2, 4, 3, 0, 5, 9, 1, '1_of_7', '2_of_7', '3_of_7', '4_of_7', '5_of_7')",0.9127,5
"(6, 8, 2, 4, 3, 0, 5, 9, 7, '1_of_1', '2_of_1', '3_of_1', '4_of_1', '5_of_1')",0.9061,5
"(7, 5, 8, 9, 6, 4, 3, 0, 2, 1)",0.9333,6
"(5, 8, 9, 6, 4, 3, 0, 2, 1, '1_of_7', '2_of_7', '3_of_7', '4_of_7', '5_of_7')",0.9236,6
"(7, 8, 9, 6, 4, 3, 0, 2, 1, '1_of_5', '2_of_5', '3_of_5', '4_of_5', '5_of_5')",0.936,6
"(7, 5, 9, 6, 4, 3, 0, 2, 1, '1_of_8', '2_of_8', '3_of_8', '4_of_8', '5_of_8')",0.9376,6
"(7, 5, 8, 6, 4, 3, 0, 2, 1, '1_of_9', '2_of_9', '3_of_9', '4_of_9', '5_of_9')",0.9335,6
"(7, 5, 8, 9, 4, 3, 0, 2, 1, '1_of_6', '2_of_6', '3_of_6', '4_of_6', '5_of_6')",0.9223,6
"(7, 5, 8, 9, 6, 3, 0, 2, 1, '1_of_4', '2_of_4', '3_of_4', '4_of_4', '5_of_4')",0.919,6
"(7, 5, 8, 9, 6, 4, 0, 2, 1, '1_of_3', '2_of_3', '3_of_3', '4_of_3', '5_of_3')",0.9335,6
