0,1,2,3,4,5,6,7,8,9
-1.2562000000000002,-1.2246000000000006,-0.9662999999999994,0.8147999999999999,0.3820999999999998,0.7004999999999997,0.6452999999999997,0.6616999999999997,0.6756999999999996,0.6233999999999997
