coalition,value,iteration
"(3, 9, 0, 8, 4, 2, 1, 6, 7, 5)",0.0999,0
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.0996,0
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.0999,0
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.0998,0
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.1087,0
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.1011,0
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.0998,0
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.0995,0
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.0995,0
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.1,0
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.0997,0
"(1, 5, 0, 9, 7, 3, 8, 6, 2, 4)",0.1343,1
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.1189,1
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.1005,1
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.1998,1
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.2235,1
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.1903,1
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.1035,1
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.1241,1
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.1002,1
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.2479,1
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.1957,1
"(0, 1, 9, 7, 2, 6, 3, 4, 5, 8)",0.1733,2
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.3064,2
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.1728,2
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.1486,2
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.1389,2
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.1886,2
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.2324,2
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.2392,2
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.1417,2
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.1607,2
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.2087,2
"(8, 6, 5, 9, 2, 0, 7, 4, 1, 3)",0.4159,3
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.3376,3
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.3775,3
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.3764,3
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.3569,3
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.4277,3
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.5793,3
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.3547,3
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.3525,3
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.4685,3
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.4306,3
"(5, 1, 9, 7, 0, 4, 6, 3, 2, 8)",0.7002,4
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.7042,4
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.7341,4
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.6939,4
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.6578,4
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.7312,4
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.69,4
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.6835,4
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.699,4
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.6983,4
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.6993,4
"(7, 4, 6, 9, 3, 8, 0, 2, 1, 5)",0.7693,5
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.7449,5
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.7477,5
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.7617,5
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.7662,5
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.7425,5
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.7606,5
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.7895,5
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.762,5
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.7699,5
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.7551,5
"(1, 4, 2, 3, 9, 6, 7, 0, 5, 8)",0.8216,6
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.823,6
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.8159,6
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.7967,6
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.8142,6
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.8198,6
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.8183,6
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.8119,6
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.8215,6
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.8067,6
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.8188,6
"(8, 2, 3, 1, 6, 0, 9, 5, 7, 4)",0.8284,7
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.8214,7
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.8312,7
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.8185,7
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.8431,7
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.8187,7
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.8282,7
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.8262,7
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.8219,7
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.8224,7
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.8218,7
"(1, 3, 8, 9, 2, 0, 7, 5, 4, 6)",0.827,8
