0,1,2,3,4,5,6,7,8,9
3.6598000000000006,6.029600000000002,3.2773,-1.4354000000000002,-0.5543000000000001,-0.7232999999999998,-1.0372999999999999,-0.7486999999999998,-0.19119999999999993,-0.8744000000000001
