0,1,2,3,4,5,6,7,8,9
-0.8228,-1.2446000000000004,-0.8451000000000002,0.8465999999999999,0.45259999999999984,0.3810000000000002,0.9202999999999999,0.5978000000000003,0.24990000000000034,0.5141999999999999
