0,1,2,3,4,5,6,7,8,9
-0.03949999999999976,-0.06369999999999965,-0.06989999999999996,0.033400000000000096,-0.013299999999999867,0.07429999999999992,0.0639000000000004,0.09150000000000036,0.04560000000000097,0.04390000000000027
