coalition,value,iteration
"(3, 9, 0, 8, 4, 2, 1, 6, 7, 5)",0.3178,0
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.2981,0
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.1559,0
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.099,0
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.1646,0
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.1858,0
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.1005,0
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.1008,0
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.1597,0
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.1951,0
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.2388,0
"(1, 5, 0, 9, 7, 3, 8, 6, 2, 4)",0.3231,1
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.1497,1
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.1537,1
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.2662,1
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.3562,1
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.2685,1
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.2866,1
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.2239,1
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.3364,1
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.2656,1
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.1966,1
"(0, 1, 9, 7, 2, 6, 3, 4, 5, 8)",0.5395,2
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.5308,2
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.5741,2
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.5209,2
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.6079,2
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.5805,2
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.5548,2
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.586,2
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.4801,2
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.4806,2
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.5156,2
"(8, 6, 5, 9, 2, 0, 7, 4, 1, 3)",0.6834,3
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.6531,3
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.6832,3
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.6652,3
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.6919,3
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.7319,3
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.7137,3
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.664,3
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.7107,3
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.6732,3
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.6859,3
"(5, 1, 9, 7, 0, 4, 6, 3, 2, 8)",0.7375,4
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.7055,4
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.7374,4
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.7308,4
