0,1,2,3,4,5,6,7,8,9
-1.6746999999999992,-0.7469000000000005,-0.33259999999999956,0.7523999999999996,0.2763999999999999,0.5174000000000005,0.5247999999999993,0.5713999999999999,0.5566000000000001,0.5460999999999996
