epoch,node,loss,accuracy,fscore,precision,recall,test_accuracy_per_class,true_positive_rate,false_positive_rate
0,orchestrator,2.607093294334412,0.1,0.01818181818181818,0.01,0.1,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
1,orchestrator,3.0111131578445436,0.1065,0.0315606413108027,0.034167018518515266,0.1065,[0.    0.    0.    0.    0.    0.022 0.95  0.093 0.    0.   ],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.022, 0.95, 0.093, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.012111111111111114, 0.8166666666666667, 0.164, 0.0, 0.0]"
2,orchestrator,3.0544266244888307,0.1001,0.018383271424456983,0.11000100010000999,0.1001,[0.    0.    0.    0.    0.    0.    0.001 1.    0.    0.   ],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9998888888888889, 0.0, 0.0]"
3,orchestrator,3.478683354187012,0.113,0.035855518401502674,0.05098138245756051,0.11299999999999999,[0.    0.005 0.    0.    0.011 0.    0.997 0.117 0.    0.   ],"[0.0, 0.005, 0.0, 0.0, 0.011, 0.0, 0.997, 0.117, 0.0, 0.0]","[0.0, 0.014, 0.0, 0.0, 0.004444444444444445, 0.0, 0.8906666666666667, 0.07644444444444444, 0.0, 0.0]"
4,orchestrator,2.905591966819763,0.1676,0.09978964372007645,0.20213293796915388,0.1676,[0.002 0.031 0.    0.    0.535 0.003 0.769 0.207 0.083 0.046],"[0.002, 0.031, 0.0, 0.0, 0.535, 0.003, 0.769, 0.20700000000000002, 0.083, 0.046000000000000006]","[0.0004444444444444445, 0.0034444444444444436, 0.0, 0.001333333333333333, 0.2768888888888889, 0.0028888888888888896, 0.527111111111111, 0.07433333333333332, 0.020444444444444446, 0.018]"
5,orchestrator,2.3534380765914915,0.2354,0.18907195328621504,0.36655983045583296,0.23539999999999997,[0.043 0.176 0.023 0.    0.508 0.02  0.855 0.178 0.384 0.167],"[0.043, 0.176, 0.023, 0.0, 0.508, 0.02, 0.855, 0.178, 0.384, 0.167]","[0.0022222222222222227, 0.009000000000000003, 0.013777777777777778, 0.0003333333333333333, 0.2531111111111111, 0.0024444444444444444, 0.4618888888888889, 0.021777777777777774, 0.0591111111111111, 0.025888888888888892]"
6,orchestrator,2.147137557029724,0.3015,0.2761738188787338,0.42379011101780295,0.3015,[0.293 0.136 0.071 0.02  0.67  0.129 0.699 0.227 0.539 0.231],"[0.293, 0.136, 0.071, 0.02, 0.67, 0.129, 0.699, 0.227, 0.539, 0.231]","[0.021666666666666664, 0.003777777777777778, 0.03433333333333333, 0.006333333333333333, 0.3137777777777778, 0.023000000000000007, 0.27177777777777773, 0.01711111111111111, 0.05711111111111113, 0.027222222222222217]"
7,orchestrator,1.6354933928489686,0.4152,0.4050031963530111,0.48982760772754386,0.4152,[0.489 0.321 0.185 0.125 0.696 0.277 0.616 0.339 0.759 0.345],"[0.489, 0.321, 0.185, 0.125, 0.696, 0.277, 0.616, 0.339, 0.759, 0.345]","[0.04066666666666668, 0.009777777777777783, 0.04611111111111111, 0.025333333333333343, 0.24555555555555555, 0.03088888888888888, 0.10799999999999998, 0.01833333333333333, 0.10244444444444445, 0.02266666666666666]"
8,orchestrator,1.599404465675354,0.4367,0.43363649643908353,0.5113410949861936,0.4367,[0.525 0.344 0.2   0.151 0.771 0.34  0.488 0.441 0.758 0.349],"[0.525, 0.344, 0.19999999999999996, 0.151, 0.771, 0.34, 0.488, 0.441, 0.758, 0.34900000000000003]","[0.04144444444444446, 0.00788888888888889, 0.05277777777777779, 0.026333333333333334, 0.272, 0.03888888888888889, 0.047888888888888884, 0.029666666666666668, 0.08677777777777779, 0.02222222222222223]"
9,orchestrator,1.4086932971954347,0.5021,0.5088938134836718,0.56016005188407,0.5021000000000001,[0.546 0.499 0.484 0.264 0.577 0.424 0.411 0.521 0.791 0.504],"[0.546, 0.4989999999999999, 0.484, 0.264, 0.577, 0.424, 0.411, 0.521, 0.791, 0.504]","[0.04233333333333335, 0.009999999999999997, 0.11433333333333333, 0.04266666666666668, 0.14888888888888888, 0.04788888888888889, 0.0188888888888889, 0.026222222222222227, 0.08066666666666666, 0.02133333333333333]"
10,orchestrator,1.369985456943512,0.5225,0.530072333791098,0.5806290008331975,0.5225,[0.596 0.61  0.635 0.19  0.541 0.479 0.504 0.536 0.653 0.481],"[0.596, 0.61, 0.635, 0.19, 0.5409999999999999, 0.479, 0.504, 0.536, 0.653, 0.481]","[0.04633333333333336, 0.015555555555555553, 0.167, 0.026444444444444454, 0.11333333333333334, 0.056555555555555546, 0.025333333333333343, 0.02088888888888889, 0.04422222222222224, 0.014888888888888887]"
11,orchestrator,1.349315190076828,0.548,0.5509090210877453,0.5936711817091012,0.548,[0.719 0.562 0.572 0.177 0.572 0.556 0.509 0.608 0.63  0.575],"[0.719, 0.5619999999999999, 0.572, 0.177, 0.572, 0.5559999999999999, 0.509, 0.608, 0.63, 0.575]","[0.07044444444444445, 0.008999999999999996, 0.13022222222222224, 0.024666666666666674, 0.09388888888888886, 0.07533333333333335, 0.018444444444444447, 0.02800000000000001, 0.03133333333333334, 0.020888888888888884]"
12,orchestrator,1.3131548921108245,0.5805,0.5825832743922126,0.6156456984008856,0.5805,[0.677 0.509 0.61  0.245 0.581 0.566 0.626 0.684 0.673 0.634],"[0.677, 0.5089999999999999, 0.61, 0.245, 0.581, 0.566, 0.626, 0.684, 0.673, 0.634]","[0.05333333333333336, 0.004888888888888892, 0.11622222222222225, 0.0278888888888889, 0.082, 0.06266666666666666, 0.024333333333333332, 0.039444444444444456, 0.028111111111111118, 0.027222222222222228]"
13,orchestrator,1.2822814692020417,0.596,0.6036305604327508,0.6381907111342304,0.596,[0.691 0.654 0.688 0.3   0.499 0.579 0.584 0.654 0.695 0.616],"[0.691, 0.6539999999999999, 0.688, 0.3, 0.499, 0.579, 0.5840000000000001, 0.654, 0.695, 0.616]","[0.05111111111111111, 0.008888888888888884, 0.14311111111111108, 0.03611111111111113, 0.05444444444444444, 0.06644444444444443, 0.01666666666666667, 0.030777777777777786, 0.02700000000000001, 0.014333333333333337]"
14,orchestrator,1.226985384607315,0.6253,0.6262593287024086,0.6401677349477237,0.6253000000000001,[0.702 0.656 0.497 0.356 0.662 0.526 0.752 0.655 0.774 0.673],"[0.702, 0.656, 0.497, 0.356, 0.662, 0.526, 0.752, 0.655, 0.774, 0.673]","[0.05644444444444445, 0.0077777777777777845, 0.05744444444444446, 0.04366666666666668, 0.08766666666666664, 0.044222222222222225, 0.040111111111111084, 0.026444444444444454, 0.034, 0.01855555555555556]"
15,orchestrator,1.3187367758274078,0.6106,0.6128407295900861,0.6316492182680504,0.6106,[0.555 0.661 0.581 0.378 0.553 0.578 0.602 0.696 0.829 0.673],"[0.555, 0.661, 0.581, 0.378, 0.553, 0.578, 0.602, 0.696, 0.829, 0.673]","[0.03333333333333333, 0.0118888888888889, 0.09077777777777774, 0.041, 0.055777777777777766, 0.05666666666666666, 0.014777777777777779, 0.03744444444444445, 0.06722222222222224, 0.023777777777777773]"
16,orchestrator,1.2742424377202988,0.6426,0.6470043953424657,0.6605292017049442,0.6426000000000001,[0.697 0.768 0.559 0.505 0.558 0.55  0.63  0.726 0.789 0.644],"[0.697, 0.7679999999999998, 0.559, 0.5049999999999999, 0.558, 0.55, 0.63, 0.726, 0.789, 0.644]","[0.0488888888888889, 0.013666666666666669, 0.06777777777777776, 0.07077777777777776, 0.047555555555555545, 0.04833333333333335, 0.013888888888888888, 0.03855555555555558, 0.03722222222222223, 0.010444444444444442]"
17,orchestrator,1.2798246568918228,0.639,0.6421284728361942,0.6659631613209946,0.639,[0.765 0.654 0.446 0.458 0.724 0.559 0.64  0.747 0.655 0.742],"[0.7649999999999998, 0.6539999999999999, 0.446, 0.4579999999999999, 0.724, 0.559, 0.64, 0.747, 0.655, 0.742]","[0.06377777777777777, 0.007666666666666672, 0.03266666666666668, 0.04955555555555557, 0.10100000000000003, 0.04555555555555557, 0.01755555555555556, 0.040666666666666657, 0.013888888888888886, 0.02877777777777776]"
18,orchestrator,1.115400510573387,0.662,0.6637148025667685,0.6708801936456781,0.662,[0.65  0.76  0.593 0.45  0.556 0.603 0.675 0.777 0.819 0.737],"[0.65, 0.7599999999999998, 0.593, 0.45, 0.556, 0.603, 0.675, 0.777, 0.819, 0.737]","[0.03166666666666666, 0.010888888888888896, 0.0663333333333333, 0.048000000000000015, 0.0468888888888889, 0.059111111111111087, 0.01977777777777778, 0.041222222222222236, 0.034333333333333355, 0.017333333333333333]"
19,orchestrator,1.164145352947712,0.6696,0.6721868300316937,0.6826438355536861,0.6696,[0.751 0.764 0.572 0.458 0.626 0.609 0.631 0.753 0.812 0.72 ],"[0.751, 0.7639999999999998, 0.572, 0.458, 0.626, 0.609, 0.631, 0.753, 0.812, 0.72]","[0.0478888888888889, 0.01133333333333333, 0.06377777777777775, 0.04711111111111113, 0.05666666666666666, 0.05211111111111111, 0.012555555555555554, 0.031555555555555545, 0.029888888888888878, 0.014222222222222223]"
