epoch,node,loss,accuracy,fscore,precision,recall,test_accuracy_per_class,true_positive_rate,false_positive_rate
0,orchestrator,2.6222554586410523,0.1,0.01818181818181818,0.01,0.1,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
1,orchestrator,3.2368363958358763,0.1047,0.02995212534962912,0.033193048744743506,0.10469999999999999,[0.    0.    0.    0.    0.    0.    0.079 0.968 0.    0.   ],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.079, 0.968, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.00044444444444444447, 0.029111111111111105, 0.9652222222222222, 0.0, 0.0]"
2,orchestrator,3.380228871536255,0.1004,0.0193598246208798,0.015088575289302436,0.1004,[0.    0.    0.    0.    0.    0.002 1.    0.002 0.    0.   ],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 1.0, 0.002, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.025, 0.969111111111111, 0.005444444444444443, 0.0, 0.0]"
3,orchestrator,3.239774670791626,0.1209,0.045731707098990944,0.03546429709717348,0.12089999999999998,[0.    0.    0.    0.    0.174 0.024 0.97  0.041 0.    0.   ],"[0.0, 0.0, 0.0, 0.0, 0.174, 0.024000000000000004, 0.97, 0.041, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.13844444444444445, 0.07300000000000001, 0.6972222222222222, 0.06777777777777778, 0.0003333333333333333, 0.0]"
4,orchestrator,2.8840073760986327,0.1644,0.09632446614841253,0.25832197774359744,0.1644,[0.036 0.011 0.    0.002 0.531 0.035 0.806 0.079 0.144 0.   ],"[0.036, 0.011, 0.0, 0.002, 0.531, 0.035, 0.806, 0.079, 0.144, 0.0]","[0.0024444444444444457, 0.00022222222222222242, 0.0, 0.004222222222222222, 0.3748888888888889, 0.031444444444444455, 0.4655555555555555, 0.021222222222222222, 0.02766666666666667, 0.0007777777777777778]"
5,orchestrator,2.602991298866272,0.2227,0.17099557648607178,0.40039994026782544,0.22269999999999998,[0.309 0.029 0.007 0.048 0.712 0.051 0.64  0.055 0.359 0.017],"[0.309, 0.029, 0.007, 0.048, 0.712, 0.051, 0.64, 0.055, 0.359, 0.017]","[0.02977777777777778, 0.0007777777777777781, 0.0015555555555555557, 0.022999999999999996, 0.44033333333333335, 0.018444444444444444, 0.2993333333333334, 0.0026666666666666683, 0.044888888888888895, 0.002888888888888889]"
6,orchestrator,2.2098360303878786,0.3044,0.27396422968108947,0.4388753788360707,0.30440000000000006,[0.455 0.18  0.048 0.058 0.677 0.167 0.688 0.116 0.523 0.132],"[0.4549999999999999, 0.18, 0.048, 0.058, 0.677, 0.167, 0.688, 0.116, 0.523, 0.132]","[0.05144444444444446, 0.004666666666666668, 0.017777777777777778, 0.021444444444444447, 0.31377777777777777, 0.03077777777777778, 0.2584444444444445, 0.005000000000000003, 0.060222222222222205, 0.009333333333333336]"
7,orchestrator,1.8747535939216613,0.3787,0.3597558539632842,0.4761532040454018,0.37870000000000004,[0.56  0.231 0.099 0.07  0.713 0.241 0.679 0.297 0.6   0.297],"[0.56, 0.231, 0.099, 0.07, 0.713, 0.241, 0.679, 0.297, 0.6, 0.297]","[0.06333333333333334, 0.004111111111111111, 0.026555555555555558, 0.017444444444444443, 0.27577777777777773, 0.030666666666666658, 0.17377777777777775, 0.016, 0.06255555555555553, 0.020111111111111114]"
8,orchestrator,1.508642167377472,0.4734,0.47075095507311626,0.5297808990896786,0.4734,[0.594 0.405 0.471 0.207 0.388 0.426 0.763 0.344 0.699 0.437],"[0.594, 0.405, 0.471, 0.207, 0.388, 0.426, 0.763, 0.344, 0.699, 0.437]","[0.053444444444444454, 0.00788888888888889, 0.11588888888888887, 0.03955555555555555, 0.08888888888888888, 0.057555555555555554, 0.12344444444444441, 0.007777777777777778, 0.06522222222222224, 0.02544444444444445]"
9,orchestrator,1.4172243272781373,0.5049,0.5051561330336611,0.5551973212524824,0.5048999999999999,[0.416 0.396 0.468 0.399 0.411 0.399 0.708 0.502 0.842 0.508],"[0.416, 0.396, 0.468, 0.399, 0.411, 0.399, 0.708, 0.502, 0.842, 0.508]","[0.023000000000000013, 0.005222222222222221, 0.0971111111111111, 0.08077777777777775, 0.06677777777777777, 0.04122222222222222, 0.078, 0.019222222222222227, 0.10911111111111112, 0.029666666666666675]"
