0,1,2,3,4,5,6,7,8,9
7.957700000000001,2.715300000000001,1.330399999999999,-0.8878999999999992,-0.3403999999999992,-0.7611000000000001,-0.7324999999999994,-0.8305999999999996,-0.7971999999999997,-0.6846
