0,1,2,3,4,5,6,7,8,9
3.7581000000000007,4.326499999999999,3.292800000000001,-1.4298999999999995,0.6958000000000003,0.3592999999999999,-0.9850999999999995,-0.6742999999999997,-0.7646000000000001,-0.5376000000000004
