0,1,2,3,4,5,6,7,8,9,iteration
-0.05740000000000001,0.026400000000000007,0.059399999999999994,0.05299999999999999,0.053599999999999995,-0.02310000000000001,-0.11779999999999999,0.06,0.05399999999999999,0.0518,0
0.03300000000000003,0.10390000000000005,-0.05579999999999996,0.02080000000000004,0.08430000000000004,0.03080000000000005,0.0645,-0.06889999999999996,-0.044499999999999984,-0.07979999999999993,1
-0.013699999999999934,-0.021299999999999986,-0.01629999999999998,0.058600000000000096,-0.0030999999999999917,0.09230000000000005,0.07050000000000001,0.05180000000000007,0.017100000000000004,0.05470000000000008,2
-0.009300000000000086,0.0014999999999999458,-0.10189999999999999,0.03059999999999996,-0.0252,-0.008600000000000052,0.0032999999999999696,0.015999999999999903,0.029899999999999927,0.03720000000000001,3
-0.0046000000000000485,-0.033399999999999985,-0.026100000000000012,0.04949999999999999,-0.0020000000000000018,-0.005199999999999982,0.006299999999999972,-0.0039000000000000146,0.022399999999999975,0.020100000000000007,4
-0.032399999999999984,-0.028200000000000003,0.0121,0.021100000000000008,-0.008799999999999919,0.0049000000000000155,0.015700000000000047,0.01860000000000006,0.03090000000000004,0.01419999999999999,5
-0.020600000000000063,-0.026600000000000068,-0.0122000000000001,0.0260999999999999,0.006199999999999983,0.008499999999999952,0.01629999999999998,0.009199999999999986,0.009999999999999898,0.01529999999999998,6
-0.008000000000000007,-0.009500000000000064,-0.018299999999999983,0.01749999999999996,-0.0007000000000000339,0.010299999999999976,0.012199999999999989,0.008000000000000007,0.019499999999999962,0.0022999999999999687,7
-0.020399999999999974,-0.02069999999999994,-0.01429999999999998,0.024800000000000044,-9.999999999998899e-05,0.007800000000000029,0.0131,0.013299999999999979,0.021700000000000053,0.01100000000000001,8
-0.01429999999999998,-0.027999999999999914,-0.031099999999999905,0.026800000000000046,-0.0021999999999999797,0.009200000000000097,0.0131,0.007600000000000051,0.021100000000000008,0.008000000000000007,9
