0,1,2,3,4,5,6,7,8,9
4.377099999999998,6.855999999999998,3.8614,-0.7849999999999995,0.28900000000000003,0.0018000000000003569,-0.5399999999999995,-0.10689999999999988,-0.34169999999999995,0.11000000000000021
