0,1,2,3,4,5,6,7,8,9
8.249799999999999,3.4579000000000004,1.2854000000000003,-0.28359999999999974,0.12210000000000037,-0.49260000000000015,-0.07579999999999956,-0.27249999999999974,0.24880000000000035,-0.6476999999999995
