0,1,2,3,4,5,6,7,8,9
-1.0925999999999996,-0.6321999999999999,-0.0805999999999999,0.6359000000000005,0.3408999999999998,0.9009,0.3695999999999997,0.4194000000000001,0.31210000000000054,0.4724000000000003
