coalition,value,iteration
"(3, 9, 0, 8, 4, 2, 1, 6, 7, 5)",0.3178,0
"(9, 0, 8, 4, 2, 1, 6, 7, 5, '1_of_3', '2_of_3', '3_of_3', '4_of_3', '5_of_3')",0.2595,0
"(3, 0, 8, 4, 2, 1, 6, 7, 5, '1_of_9', '2_of_9', '3_of_9', '4_of_9', '5_of_9')",0.1358,0
"(3, 9, 8, 4, 2, 1, 6, 7, 5, '1_of_0', '2_of_0', '3_of_0', '4_of_0', '5_of_0')",0.1,0
"(3, 9, 0, 4, 2, 1, 6, 7, 5, '1_of_8', '2_of_8', '3_of_8', '4_of_8', '5_of_8')",0.1005,0
"(3, 9, 0, 8, 2, 1, 6, 7, 5, '1_of_4', '2_of_4', '3_of_4', '4_of_4', '5_of_4')",0.1522,0
"(3, 9, 0, 8, 4, 1, 6, 7, 5, '1_of_2', '2_of_2', '3_of_2', '4_of_2', '5_of_2')",0.098,0
"(3, 9, 0, 8, 4, 2, 6, 7, 5, '1_of_1', '2_of_1', '3_of_1', '4_of_1', '5_of_1')",0.1013,0
"(3, 9, 0, 8, 4, 2, 1, 7, 5, '1_of_6', '2_of_6', '3_of_6', '4_of_6', '5_of_6')",0.1022,0
"(3, 9, 0, 8, 4, 2, 1, 6, 5, '1_of_7', '2_of_7', '3_of_7', '4_of_7', '5_of_7')",0.1017,0
"(3, 9, 0, 8, 4, 2, 1, 6, 7, '1_of_5', '2_of_5', '3_of_5', '4_of_5', '5_of_5')",0.1658,0
"(1, 5, 0, 9, 7, 3, 8, 6, 2, 4)",0.3231,1
"(5, 0, 9, 7, 3, 8, 6, 2, 4, '1_of_1', '2_of_1', '3_of_1', '4_of_1', '5_of_1')",0.2365,1
"(1, 0, 9, 7, 3, 8, 6, 2, 4, '1_of_5', '2_of_5', '3_of_5', '4_of_5', '5_of_5')",0.1573,1
"(1, 5, 9, 7, 3, 8, 6, 2, 4, '1_of_0', '2_of_0', '3_of_0', '4_of_0', '5_of_0')",0.1028,1
"(1, 5, 0, 7, 3, 8, 6, 2, 4, '1_of_9', '2_of_9', '3_of_9', '4_of_9', '5_of_9')",0.2125,1
"(1, 5, 0, 9, 3, 8, 6, 2, 4, '1_of_7', '2_of_7', '3_of_7', '4_of_7', '5_of_7')",0.1952,1
"(1, 5, 0, 9, 7, 8, 6, 2, 4, '1_of_3', '2_of_3', '3_of_3', '4_of_3', '5_of_3')",0.1084,1
"(1, 5, 0, 9, 7, 3, 6, 2, 4, '1_of_8', '2_of_8', '3_of_8', '4_of_8', '5_of_8')",0.2552,1
"(1, 5, 0, 9, 7, 3, 8, 2, 4, '1_of_6', '2_of_6', '3_of_6', '4_of_6', '5_of_6')",0.1349,1
"(1, 5, 0, 9, 7, 3, 8, 6, 4, '1_of_2', '2_of_2', '3_of_2', '4_of_2', '5_of_2')",0.2051,1
"(1, 5, 0, 9, 7, 3, 8, 6, 2, '1_of_4', '2_of_4', '3_of_4', '4_of_4', '5_of_4')",0.4168,1
"(0, 1, 9, 7, 2, 6, 3, 4, 5, 8)",0.5395,2
"(1, 9, 7, 2, 6, 3, 4, 5, 8, '1_of_0', '2_of_0', '3_of_0', '4_of_0', '5_of_0')",0.5008,2
"(0, 9, 7, 2, 6, 3, 4, 5, 8, '1_of_1', '2_of_1', '3_of_1', '4_of_1', '5_of_1')",0.362,2
"(0, 1, 7, 2, 6, 3, 4, 5, 8, '1_of_9', '2_of_9', '3_of_9', '4_of_9', '5_of_9')",0.5565,2
"(0, 1, 9, 2, 6, 3, 4, 5, 8, '1_of_7', '2_of_7', '3_of_7', '4_of_7', '5_of_7')",0.3969,2
