coalition,value,iteration
"(3, 9, 0, 8, 4, 2, 1, 6, 7, 5)",0.1,0
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.1,0
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.1,0
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.1,0
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.1,0
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.1,0
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.1,0
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.1,0
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.0991,0
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.1,0
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.0908,0
"(1, 5, 0, 9, 7, 3, 8, 6, 2, 4)",0.1,1
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.1003,1
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.1,1
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.1007,1
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.1,1
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.1,1
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.1082,1
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.1002,1
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.1,1
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.1126,1
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.1002,1
"(0, 1, 9, 7, 2, 6, 3, 4, 5, 8)",0.1,2
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.0986,2
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.0998,2
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.1,2
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.1,2
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.0999,2
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.1181,2
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.101,2
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.1029,2
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.1178,2
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.1018,2
"(8, 6, 5, 9, 2, 0, 7, 4, 1, 3)",0.1254,3
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.1274,3
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.1352,3
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.134,3
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.1093,3
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.1144,3
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.1344,3
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.1065,3
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.1223,3
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.1186,3
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.1174,3
"(5, 1, 9, 7, 0, 4, 6, 3, 2, 8)",0.1731,4
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.1797,4
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.1739,4
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.1782,4
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.1634,4
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.1928,4
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.1796,4
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.1858,4
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.1553,4
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.167,4
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.1646,4
"(7, 4, 6, 9, 3, 8, 0, 2, 1, 5)",0.2106,5
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.1912,5
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.206,5
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.2355,5
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.2137,5
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.208,5
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.2144,5
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.2469,5
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.2064,5
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.204,5
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.2112,5
"(1, 4, 2, 3, 9, 6, 7, 0, 5, 8)",0.2542,6
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.2483,6
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.247,6
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.2417,6
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.2475,6
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.2458,6
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.2705,6
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.2531,6
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.2903,6
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.2604,6
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.2471,6
"(8, 2, 3, 1, 6, 0, 9, 5, 7, 4)",0.317,7
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.305,7
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.3132,7
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.3032,7
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.3156,7
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.3299,7
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.3528,7
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.3116,7
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.3322,7
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.3036,7
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.314,7
"(1, 3, 8, 9, 2, 0, 7, 5, 4, 6)",0.386,8
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.3884,8
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.3693,8
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.3916,8
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.3705,8
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.3719,8
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.4258,8
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.3627,8
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.4003,8
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.3778,8
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.3924,8
"(5, 3, 2, 4, 6, 8, 7, 0, 9, 1)",0.4159,9
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.4159,9
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.3995,9
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.4122,9
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.4002,9
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.4102,9
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.4038,9
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.4025,9
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.4818,9
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.4037,9
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.4178,9
"(0, 9, 7, 6, 2, 8, 3, 4, 5, 1)",0.4522,10
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.4992,10
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.4368,10
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.4322,10
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.4545,10
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.4465,10
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.4361,10
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.4325,10
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.4559,10
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.454,10
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.4492,10
"(9, 1, 4, 0, 5, 2, 8, 7, 3, 6)",0.5061,11
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.501,11
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.5094,11
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.4864,11
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.5431,11
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.5063,11
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.5043,11
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.4954,11
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.478,11
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.4801,11
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.5079,11
"(8, 7, 6, 1, 0, 5, 4, 2, 9, 3)",0.5104,12
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.4999,12
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.4935,12
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.504,12
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.5081,12
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.5593,12
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.499,12
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.4911,12
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.5068,12
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.496,12
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.491,12
