0,1,2,3,4,5,6,7,8,9
11.082800000000002,3.4883000000000006,1.2961000000000005,-0.4998000000000002,0.07239999999999991,-0.3598000000000005,-0.8749000000000005,-0.44740000000000074,-0.4716,-0.8894000000000002
