coalition,value,iteration
"(2, 9, 1, 6, 3, 8, 5, 7, 4, 0)",0.1032,0
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.1032,0
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.1032,0
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.1032,0
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.1032,0
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.1032,0
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.1032,0
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.1032,0
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.1032,0
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.1032,0
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.1032,0
"(5, 9, 6, 2, 0, 1, 7, 3, 4, 8)",0.1135,1
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.1135,1
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.1135,1
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.1135,1
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.1135,1
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.1135,1
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.1135,1
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.1135,1
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.1135,1
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.1135,1
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.1135,1
"(2, 5, 1, 0, 3, 6, 8, 7, 4, 9)",0.671,2
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.6814,2
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.6471,2
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.6748,2
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.6806,2
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.6711,2
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.6455,2
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.6692,2
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.6388,2
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.691,2
