coalition,value,iteration
"(2, 9, 1, 6, 3, 8, 5, 7, 4, 0)",0.1631,0
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.1037,0
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.1113,0
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.1367,0
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.2809,0
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.1101,0
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.1091,0
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.1862,0
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.1031,0
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.1095,0
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.2205,0
"(5, 9, 6, 2, 0, 1, 7, 3, 4, 8)",0.4287,1
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.3979,1
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.5085,1
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.3642,1
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.4845,1
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.3957,1
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.3248,1
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.4976,1
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.4079,1
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.3444,1
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.4732,1
"(2, 5, 1, 0, 3, 6, 8, 7, 4, 9)",0.6911,2
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.7074,2
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.5988,2
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.7124,2
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.7048,2
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.6325,2
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.6206,2
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.674,2
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.6393,2
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.6942,2
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.6364,2
"(8, 4, 5, 1, 0, 7, 6, 2, 3, 9)",0.6657,3
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.6358,3
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.6909,3
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.6743,3
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.6642,3
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.675,3
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.6497,3
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.6624,3
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.7676,3
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.6351,3
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.6285,3
"(5, 3, 2, 8, 0, 7, 9, 6, 1, 4)",0.7522,4
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.7574,4
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.7027,4
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.7783,4
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.7298,4
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.7568,4
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.7561,4
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.7321,4
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.7459,4
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.7856,4
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.7542,4
"(6, 8, 2, 4, 3, 0, 5, 9, 7, 1)",0.7859,5
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.7702,5
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.755,5
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.7738,5
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.7947,5
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.7648,5
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.8183,5
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.781,5
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.7717,5
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.7673,5
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.8141,5
"(7, 5, 8, 9, 6, 4, 3, 0, 2, 1)",0.7807,6
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.7715,6
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.7722,6
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.7707,6
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.7654,6
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.7644,6
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.7745,6
