0,1,2,3,4,5,6,7,8,9
0.16619999999999946,0.22100000000000009,0.334799999999999,0.009499999999999773,0.15489999999999937,-0.13189999999999996,0.007999999999999327,0.11490000000000009,-0.061100000000000265,-0.04530000000000034
