0,1,2,3,4,5,6,7,8,9
9.792099999999998,3.1771999999999987,1.2685999999999995,-1.0103000000000002,-0.4576,-0.8729999999999999,-0.8374000000000001,-0.8912000000000004,-0.7357000000000001,-0.8284
