coalition,value,iteration
"(3, 9, 0, 8, 4, 2, 1, 6, 7, 5)",0.124,0
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.1035,0
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.1635,0
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.2828,0
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.1112,0
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.215,0
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.172,0
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.1082,0
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.1767,0
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.1922,0
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.1012,0
"(1, 5, 0, 9, 7, 3, 8, 6, 2, 4)",0.349,1
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.205,1
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.3912,1
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.4134,1
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.381,1
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.2961,1
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.3801,1
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.3627,1
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.3632,1
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.3156,1
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.3525,1
"(0, 1, 9, 7, 2, 6, 3, 4, 5, 8)",0.6876,2
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.7249,2
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.716,2
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.6801,2
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.6822,2
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.7158,2
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.6608,2
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.6876,2
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.6706,2
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.6815,2
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.6582,2
"(8, 6, 5, 9, 2, 0, 7, 4, 1, 3)",0.7694,3
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.7658,3
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.7469,3
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.7646,3
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.7616,3
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.7897,3
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.7988,3
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.7732,3
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.7483,3
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.7992,3
