iteration,node_id,loss,accuracy
0,3,0.5377571753254442,0.8183333333333334
0,9,0.5233291284830281,0.8214285714285714
0,0,2.281738958575509,0.14238095238095239
0,8,0.5104649585079063,0.8271428571428572
0,4,0.6832492642781951,0.765
0,2,2.219699505603675,0.17785714285714285
0,1,2.2335164817896755,0.1688095238095238
0,6,0.5079451850192114,0.8297619047619048
0,7,0.5060720389539545,0.8271428571428572
0,5,0.5038166881510706,0.8321428571428572
1,1,1.819490634130709,0.34833333333333333
1,5,0.4738370524437139,0.8378571428571429
1,0,2.249106542630629,0.1523809523809524
1,9,0.4779717975267858,0.8311904761904761
1,7,0.4640434631569819,0.8445238095238096
1,3,0.48738695545630023,0.8357142857142857
1,8,0.4647442717669588,0.8402380952380952
1,6,0.4478742717341943,0.8438095238095238
1,2,1.4444984604011883,0.4657142857142857
1,4,0.5875744124253591,0.7878571428571428
2,0,2.25008217493693,0.16166666666666665
2,1,1.0319585009957806,0.6228571428571429
2,9,0.40154869256146025,0.8633333333333333
2,7,0.4104571387623296,0.8588095238095238
2,2,0.874742101539265,0.6861904761904762
2,6,0.3816720081323927,0.8616666666666667
2,3,0.43381204727021133,0.849047619047619
2,4,0.5205142543171392,0.8116666666666666
2,5,0.38944305061842455,0.8673809523809524
2,8,0.39221401873863104,0.8685714285714285
3,8,0.33805803875579976,0.8828571428571429
3,6,0.3341445781742082,0.8811904761904762
3,5,0.3492663423107429,0.8792857142857143
3,9,0.3462913307276639,0.8785714285714286
3,2,0.7181519344449043,0.7519047619047619
3,0,2.1981651521090306,0.19404761904761905
3,7,0.34253984435715457,0.8804761904761905
3,4,0.47031878860610904,0.8323809523809523
3,1,0.839237955031973,0.6966666666666667
3,3,0.3912334416174527,0.8595238095238096
4,5,0.30244089595296164,0.9007142857142857
4,1,0.7301773379246393,0.7338095238095238
4,9,0.3180914398734317,0.8873809523809524
4,7,0.3155733817115878,0.8916666666666667
4,0,2.1585147082805634,0.20952380952380953
4,4,0.42760886093883804,0.8414285714285714
4,6,0.28531665016304364,0.8952380952380953
4,3,0.36979364050608693,0.8671428571428571
4,2,0.6239357195568808,0.7811904761904762
4,8,0.28900656516127515,0.8988095238095238
5,7,0.28841814613251976,0.900952380952381
5,4,0.40268870476971974,0.8535714285714285
5,6,0.275744062876611,0.9021428571428571
5,9,0.30464332296767016,0.8940476190476191
5,3,0.3290013653988188,0.8842857142857142
5,8,0.273623350443262,0.9064285714285715
5,0,2.100117339329286,0.23523809523809525
5,2,0.5618452906157031,0.7992857142857143
5,1,0.6860645456296025,0.7588095238095238
5,5,0.282178175607414,0.9040476190476191
6,1,0.6058411979765603,0.7902380952380952
6,4,0.3698173990529595,0.8673809523809524
6,2,0.5130782739231081,0.824047619047619
6,3,0.3181482819896756,0.8857142857142857
6,9,0.2840575242810177,0.8995238095238095
6,6,0.25126677661231067,0.9123809523809524
6,7,0.27258868052652385,0.9088095238095238
6,0,2.0563855586629924,0.2652380952380952
6,5,0.2616164702922106,0.9104761904761904
6,8,0.24681303293133774,0.9123809523809524
7,8,0.2372885002669963,0.9138095238095238
7,2,0.46244789919618406,0.8402380952380952
7,3,0.2900709614270564,0.8923809523809524
7,1,0.5565369704907591,0.7983333333333333
7,6,0.24066488162586183,0.915
7,0,2.018946068756508,0.27666666666666667
7,9,0.25022137351334095,0.910952380952381
7,5,0.2470847408315449,0.9135714285714286
7,7,0.2590931545604359,0.9102380952380953
7,4,0.36904229528524657,0.8652380952380953
8,1,0.49114854148391524,0.8357142857142857
8,3,0.2967031818221916,0.8892857142857142
8,8,0.21868058404123242,0.9221428571428572
8,9,0.24558360866186293,0.9142857142857143
8,2,0.42580223952730495,0.8597619047619047
8,0,1.963041008421869,0.3076190476190476
8,7,0.24128273420148727,0.9111904761904762
8,5,0.22513648813985515,0.9202380952380952
8,4,0.34302892513347394,0.871904761904762
8,6,0.20528211978010155,0.9266666666666666
9,5,0.22004699800163507,0.9226190476190477
9,3,0.27326509994313575,0.8976190476190476
9,2,0.3805428429534941,0.8754761904761905
9,4,0.3130771186992978,0.8826190476190476
9,6,0.18890212085380248,0.9316666666666666
9,8,0.2128534582302426,0.9242857142857143
9,7,0.21754207718891627,0.9214285714285714
9,0,1.9009006023406982,0.32261904761904764
9,9,0.22966355599011434,0.9185714285714286
9,1,0.451421041493163,0.8557142857142858
10,0,1.8389369520274075,0.35214285714285715
10,9,0.2166472425910108,0.925952380952381
10,7,0.21165985916035646,0.9221428571428572
10,6,0.18484095973668224,0.934047619047619
10,2,0.3514812555954312,0.8876190476190476
10,8,0.20147633719060457,0.9323809523809524
10,3,0.2744034177651911,0.9026190476190477
10,4,0.29242346565606014,0.8909523809523809
10,5,0.20181082756343213,0.9338095238095238
10,1,0.40823065591129387,0.8626190476190476
11,9,0.21333077575334095,0.9216666666666666
11,1,0.3639964474873109,0.8871428571428571
11,4,0.28265726227651944,0.9002380952380953
11,0,1.771815877972227,0.37547619047619046
11,5,0.19449847386303273,0.930952380952381
11,2,0.3107542430586887,0.9028571428571428
11,8,0.17322754745625638,0.9411904761904762
11,7,0.20044867784687967,0.9295238095238095
11,3,0.24552163890929837,0.9095238095238095
11,6,0.1775878987021067,0.9338095238095238
12,8,0.1640003829714701,0.945952380952381
12,7,0.195745223286477,0.9321428571428572
12,6,0.17124556242064995,0.9430952380952381
12,1,0.34579791794672154,0.8919047619047619
12,0,1.7112426884246594,0.41095238095238096
12,5,0.17692614137900597,0.9361904761904762
12,4,0.26989575881849637,0.9014285714285715
12,2,0.27872899513353,0.9147619047619048
12,9,0.19528175557427335,0.9283333333333333
12,3,0.2304501055711598,0.9123809523809524
13,5,0.17197830941189418,0.9416666666666667
13,6,0.15525294786714244,0.9483333333333334
13,3,0.2292477211802069,0.9111904761904762
13,1,0.3075755326585336,0.9114285714285715
13,0,1.6294577473943883,0.4407142857142857
13,4,0.25452676957303827,0.9052380952380953
13,9,0.18758503457700665,0.9378571428571428
13,7,0.1839846886242881,0.9378571428571428
13,8,0.16444002949830258,0.9430952380952381
13,2,0.2508145876115922,0.9214285714285714
14,8,0.15254176714260018,0.9514285714285714
14,9,0.17338413225881982,0.9414285714285714
14,4,0.2467285150831396,0.91
14,3,0.21280121470265317,0.9211904761904762
14,0,1.5480717854066328,0.47214285714285714
14,5,0.16148195113760955,0.9442857142857143
14,2,0.25195107840453135,0.9202380952380952
14,7,0.1730264220810072,0.9395238095238095
14,6,0.15461281936785037,0.9457142857142857
14,1,0.2590063644403761,0.9304761904761905
15,6,0.14765102896049168,0.9497619047619048
15,7,0.15031568087976088,0.9497619047619048
15,9,0.17258209706933209,0.9395238095238095
15,8,0.1506735703371691,0.9495238095238095
15,2,0.20593981015862842,0.9430952380952381
15,4,0.23413515728757237,0.9204761904761904
15,5,0.14027617431499742,0.9521428571428572
15,0,1.4653405384583906,0.49642857142857144
15,1,0.24547069807621566,0.9278571428571428
15,3,0.207804187878289,0.9245238095238095
16,2,0.1842690837767088,0.9504761904761905
16,6,0.13320815422092425,0.9554761904761905
16,8,0.14556070298633791,0.9480952380952381
16,7,0.15025474520569498,0.945
16,0,1.3850987937414285,0.5261904761904762
16,3,0.20035290722311896,0.9278571428571428
16,1,0.23879604261707177,0.9314285714285714
16,9,0.1484201947283564,0.9488095238095238
16,5,0.1399412228669407,0.9542857142857143
16,4,0.24288135735938945,0.9119047619047619
17,2,0.17627178812681726,0.9507142857142857
17,6,0.13091254217380827,0.955952380952381
17,3,0.18965386424326536,0.9307142857142857
17,8,0.1339716020350655,0.9573809523809523
17,7,0.15089655422012915,0.9483333333333334
17,1,0.20421667210757732,0.9454761904761905
17,0,1.2954182507413807,0.555
17,4,0.2105399678658807,0.925
17,5,0.14419021680386682,0.9507142857142857
17,9,0.1552308789369735,0.9454761904761905
18,2,0.16058839290318164,0.9611904761904762
18,8,0.11194282307317763,0.9633333333333334
18,3,0.19369037604580322,0.925952380952381
18,7,0.13850209091536023,0.9523809523809523
18,0,1.2095437442714518,0.5892857142857143
18,9,0.14818215713074262,0.9485714285714286
18,6,0.11899060164719369,0.9597619047619048
18,1,0.17746150555709997,0.9528571428571428
18,4,0.21207879655853365,0.9245238095238095
18,5,0.14915182313768927,0.9473809523809524
19,0,1.1140355156226591,0.6211904761904762
19,5,0.1279333072615731,0.9566666666666667
19,9,0.1422022870092681,0.9526190476190476
19,1,0.16261632336924473,0.9614285714285714
19,6,0.13121868432922798,0.9564285714285714
19,8,0.11691516333005646,0.9578571428571429
19,4,0.1952514708550139,0.9330952380952381
19,2,0.14221098144171815,0.9657142857142857
19,7,0.13602902235068154,0.9542857142857143
19,3,0.18102809936372619,0.9314285714285714
20,5,0.11979796167350176,0.9585714285714285
20,2,0.127800372175195,0.9697619047619047
20,0,1.0227896521488826,0.6523809523809524
20,9,0.12681533013837357,0.9545238095238096
20,6,0.11151907385580918,0.9642857142857143
20,3,0.18009205114547955,0.9361904761904762
20,4,0.1808292639272457,0.9397619047619048
20,1,0.14587522501295264,0.9630952380952381
20,7,0.12066243305294351,0.9635714285714285
20,8,0.10379867092000716,0.965
21,1,0.1307321098266226,0.9716666666666667
21,6,0.10366481610319832,0.9638095238095238
21,9,0.12210225508632985,0.9607142857142857
21,3,0.1686977527640534,0.9388095238095238
21,2,0.10770602352126982,0.9785714285714285
21,8,0.10918708681128919,0.9664285714285714
21,0,0.9418649221911575,0.6935714285714286
21,5,0.11086217250505631,0.965
21,4,0.17900826502591372,0.9366666666666666
21,7,0.11960220099850134,0.9597619047619048
22,9,0.11430636005984111,0.9619047619047619
22,7,0.11138955001352412,0.9588095238095238
22,2,0.12254017156859238,0.9697619047619047
22,6,0.10383693902809737,0.9638095238095238
22,0,0.8070158154675455,0.7361904761904762
22,5,0.10393925594645693,0.9654761904761905
22,1,0.1218634382962729,0.9704761904761905
22,3,0.17435893340205605,0.9326190476190476
22,8,0.09299874752336605,0.97
22,4,0.16981863659439664,0.9419047619047619
23,1,0.10298434639293136,0.9783333333333334
23,4,0.1557390871881084,0.9466666666666667
23,5,0.1085699104393522,0.9638095238095238
23,0,0.7267761144674185,0.7678571428571429
23,3,0.16215186800356163,0.9364285714285714
23,6,0.09744964767190994,0.9680952380952381
23,9,0.10938437297150042,0.9635714285714285
23,8,0.09557272318863508,0.9692857142857143
23,7,0.10067027056533279,0.969047619047619
23,2,0.1017276634123515,0.9776190476190476
24,3,0.14678996667322336,0.9452380952380952
24,8,0.0996954389847815,0.9657142857142857
24,5,0.10506447396156463,0.9647619047619047
24,2,0.08792000258284988,0.9821428571428571
24,7,0.11316862119587534,0.9602380952380952
24,9,0.09881746820103603,0.9688095238095238
24,6,0.10763888125251414,0.9633333333333334
24,1,0.11146577179544803,0.9778571428571429
24,4,0.16026114539779496,0.945952380952381
24,0,0.6601216714038993,0.7895238095238095
25,3,0.13662781373061467,0.9511904761904761
25,0,0.5967989162062154,0.8069047619047619
25,7,0.09780472042885693,0.9709523809523809
25,2,0.0948515470760564,0.9769047619047619
25,4,0.13713380079152007,0.9578571428571429
25,1,0.10190113337541168,0.979047619047619
25,6,0.08755483010529795,0.9669047619047619
25,9,0.09331011053908503,0.9707142857142858
25,8,0.08524099447073019,0.9709523809523809
25,5,0.10932972674455607,0.9642857142857143
26,5,0.09229019126205733,0.9676190476190476
26,1,0.08162205094810236,0.9835714285714285
26,2,0.08559908156254978,0.9792857142857143
26,9,0.10250187174868629,0.9666666666666667
26,6,0.08348615220606778,0.9714285714285714
26,3,0.13817758083512838,0.9514285714285714
26,8,0.07699179745307475,0.9754761904761905
26,0,0.5464306031212662,0.8271428571428572
26,4,0.14217451640940976,0.9523809523809523
26,7,0.09020039621232585,0.9702380952380952
27,8,0.08734950891371365,0.9704761904761905
27,9,0.09559467032721097,0.9666666666666667
27,6,0.07829712590936458,0.9757142857142858
27,3,0.13499951565807516,0.9530952380952381
27,7,0.10071507260683134,0.9628571428571429
27,2,0.0863227210515602,0.981904761904762
27,5,0.07358686487670198,0.9766666666666667
27,1,0.06701760661477844,0.9897619047619047
27,4,0.1496989244284729,0.9483333333333334
27,0,0.4590814636286461,0.8580952380952381
28,2,0.07820203348599149,0.9840476190476191
28,9,0.0908697922079062,0.9685714285714285
28,0,0.4133240629100438,0.8742857142857143
28,6,0.07878843181286797,0.9757142857142858
28,8,0.09092116959844575,0.9716666666666667
28,3,0.12061437366135193,0.9607142857142857
28,1,0.07559319239843523,0.9852380952380952
28,5,0.08455687040942862,0.974047619047619
28,4,0.12975205235521903,0.96
28,7,0.08234289220082715,0.9723809523809523
29,5,0.08043378679730902,0.9745238095238096
29,3,0.13010130791614452,0.9511904761904761
29,9,0.08636956643242615,0.9702380952380952
29,1,0.06759867563166401,0.9876190476190476
29,4,0.12362134599155097,0.9588095238095238
29,2,0.07251656980423088,0.9826190476190476
29,7,0.07921713726439823,0.9723809523809523
29,8,0.07069163918001295,0.9785714285714285
29,0,0.3528938803708915,0.8988095238095238
29,6,0.06900932925407577,0.9769047619047619
30,3,0.1449884157627821,0.95
30,7,0.08380487882955508,0.9723809523809523
30,0,0.30355659330433066,0.9142857142857143
30,5,0.07027450025039302,0.9802380952380952
30,6,0.07138181147588925,0.9764285714285714
30,4,0.12050088641769958,0.9628571428571429
30,8,0.07184396561051747,0.9816666666666667
30,2,0.06886575310349916,0.9873809523809524
30,9,0.07990624220816023,0.9738095238095238
30,1,0.06764589746087564,0.9866666666666667
31,0,0.2654925293543122,0.9252380952380952
31,4,0.12179029320902897,0.9580952380952381
31,2,0.06793106976670749,0.9852380952380952
31,9,0.07517869600489961,0.9738095238095238
31,3,0.10522222301612298,0.9611904761904762
31,6,0.07853145980643052,0.9752380952380952
31,8,0.07219164525017593,0.9785714285714285
31,7,0.08143669548867778,0.9721428571428572
31,5,0.07194780959804176,0.9780952380952381
31,1,0.05803678362545642,0.9904761904761905
32,5,0.07070112775192794,0.9783333333333334
32,3,0.11076953437066439,0.9628571428571429
32,1,0.06910586639335661,0.9866666666666667
32,9,0.07923234271054919,0.9738095238095238
32,0,0.21445173431526532,0.9476190476190476
32,8,0.06631400690512788,0.9785714285714285
32,7,0.08031320639631966,0.9759523809523809
32,4,0.11549405131319707,0.9633333333333334
32,6,0.06966763066311339,0.9778571428571429
32,2,0.05643254811311084,0.9876190476190476
33,3,0.10704411332015738,0.9621428571428572
33,8,0.06623035134874623,0.9795238095238096
33,4,0.10986100061740162,0.9645238095238096
33,7,0.07166383086675496,0.9738095238095238
33,6,0.06289841476333977,0.9771428571428571
