0,1,2,3,4,5,6,7,8,9
-1.4604000000000001,-0.37900000000000045,-0.4308999999999999,1.0374000000000003,0.07030000000000004,0.8499000000000001,0.6152999999999994,0.7862999999999994,0.9122999999999999,0.758
