epoch,node,loss,accuracy,fscore,precision,recall,test_accuracy_per_class,true_positive_rate,false_positive_rate
0,orchestrator,2.529753706741333,0.1,0.01818181818181818,0.01,0.1,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,orchestrator,3.4116986362457276,0.1,0.018195050946142648,0.010008006405124099,0.1,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.000888888888888889, 0.0, 0.9991111111111112, 0.0, 0.0, 0.0]"
2,orchestrator,3.7296786792755126,0.1,0.02604083009160497,0.015224088607026693,0.1,[0.    0.    0.    0.    0.934 0.    0.066 0.    0.    0.   ],"[0.0, 0.0, 0.0, 0.0, 0.934, 0.0, 0.066, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.7095555555555557, 0.0, 0.29022222222222227, 0.00022222222222222218, 0.0, 0.0]"
3,orchestrator,3.4422717418670654,0.1254,0.05184664411728077,0.14638317058311834,0.1254,[0.004 0.002 0.    0.    0.682 0.    0.518 0.048 0.    0.   ],"[0.004, 0.002, 0.0, 0.0, 0.682, 0.0, 0.518, 0.048, 0.0, 0.0]","[0.00011111111111111112, 0.0007777777777777778, 0.0, 0.0, 0.3555555555555555, 0.0, 0.5905555555555555, 0.02477777777777778, 0.0, 0.0]"
4,orchestrator,2.9077189920425415,0.1731,0.12190022418885689,0.2331135333862449,0.1731,[0.135 0.114 0.005 0.    0.864 0.    0.267 0.271 0.075 0.   ],"[0.135, 0.114, 0.005, 0.0, 0.864, 0.0, 0.267, 0.271, 0.07500000000000001, 0.0]","[0.011000000000000003, 0.011666666666666665, 0.00811111111111111, 0.0, 0.5063333333333334, 0.0, 0.2886666666666666, 0.08877777777777779, 0.00422222222222222, 0.0]"
5,orchestrator,2.519877231788635,0.2106,0.16683664986377805,0.4100469985260561,0.21059999999999998,[0.434 0.137 0.029 0.001 0.903 0.003 0.262 0.179 0.137 0.021],"[0.434, 0.137, 0.029, 0.001, 0.903, 0.003, 0.262, 0.179, 0.13700000000000004, 0.021]","[0.060666666666666674, 0.009000000000000001, 0.016222222222222218, 0.0005555555555555554, 0.553888888888889, 0.0, 0.19466666666666665, 0.025777777777777774, 0.013444444444444441, 0.0028888888888888883]"
6,orchestrator,2.395218781089783,0.2542,0.2107119067823097,0.42790417141586695,0.2542000000000001,[0.514 0.185 0.011 0.013 0.801 0.012 0.5   0.234 0.229 0.043],"[0.514, 0.185, 0.011000000000000001, 0.013, 0.801, 0.012, 0.5, 0.234, 0.229, 0.043]","[0.06766666666666665, 0.009555555555555557, 0.0030000000000000005, 0.007111111111111113, 0.39822222222222226, 0.0006666666666666669, 0.2932222222222222, 0.026111111111111113, 0.020111111111111114, 0.003]"
7,orchestrator,2.0214812114715577,0.317,0.288427352185517,0.45224132597542954,0.317,[0.68  0.208 0.081 0.027 0.806 0.112 0.494 0.305 0.294 0.163],"[0.6799999999999999, 0.208, 0.081, 0.027, 0.806, 0.112, 0.494, 0.305, 0.294, 0.163]","[0.10911111111111108, 0.007222222222222225, 0.02933333333333334, 0.007222222222222225, 0.3645555555555555, 0.009000000000000003, 0.17288888888888887, 0.01911111111111111, 0.030666666666666675, 0.009777777777777778]"
8,orchestrator,1.787614644432068,0.386,0.358205392152615,0.4971675545713641,0.386,[0.695 0.515 0.034 0.079 0.815 0.12  0.508 0.375 0.522 0.197],"[0.695, 0.515, 0.03400000000000001, 0.079, 0.8150000000000001, 0.12, 0.508, 0.375, 0.522, 0.197]","[0.09088888888888888, 0.02644444444444446, 0.005777777777777778, 0.020777777777777777, 0.3382222222222222, 0.007666666666666667, 0.10877777777777778, 0.02133333333333334, 0.056111111111111125, 0.006222222222222223]"
9,orchestrator,1.7312271237373351,0.4159,0.39353179520047993,0.5054105905600872,0.41590000000000005,[0.754 0.527 0.286 0.111 0.725 0.096 0.574 0.444 0.464 0.178],"[0.754, 0.527, 0.286, 0.111, 0.725, 0.09600000000000002, 0.574, 0.444, 0.464, 0.178]","[0.11155555555555556, 0.024333333333333346, 0.059777777777777784, 0.026444444444444454, 0.23044444444444442, 0.005444444444444446, 0.11677777777777774, 0.030111111111111106, 0.03877777777777777, 0.005333333333333332]"
